NAME: vrp_morphed_n50_mo50_dyn75_r4.csv
COMMENT: MGBW+ instance set
DIMENSION: 2
N_NODES: 48
N_CLUSTERS: 1
N_DEPOTS: 2
LOWER: 0
UPPER: 100
DATA_SECTION
x1,x2,types,arrival.time
36.17,64.09,depot,0
85.99,36.55,depot,0
45.51,16.57,node,0
56.03,85.54,node,134.21
54.95,2.29,node,0
87.73,36.66,node,153.66
96.13,56.82,node,0
2.4,30.95,node,218.85
52.84,57.23,node,142.54
88.36,19.42,node,39.28
60.74,9,node,131.81
43.01,74.76,node,0
64.56,88.49,node,142.7
43.59,47.09,node,98.09
58.8,63.48,node,323.02
61.87,6.73,node,341.09
7.32,43.97,node,103.34
90.78,24.19,node,0
25.62,82.15,node,225.33
4.14,45.97,node,63.86
32.54,82.15,node,75.44
97.73,50.81,node,0
94,51.72,node,314.77
71.89,25.55,node,330.94
53.22,72.74,node,0
99.71,44.64,node,0
56.91,66.07,node,228.81
70.79,0.03,node,0
48.82,51.8,node,192.33
62.23,15.79,node,0
23.98,40.97,node,26.84
10.24,61.04,node,123.72
97.13,30.48,node,309.57
93.43,12.8,node,337.14
69.38,15.31,node,125.39
66.92,63.33,node,0
1.23,47.07,node,132.78
42.5,77.17,node,261.4
76.85,5.78,node,337.94
17.99,45.77,node,168.75
28.44,97.06,node,324.55
24.67,89.35,node,132.32
18.1,87.43,node,260.19
56.56,9.13,node,267.19
51.54,8.99,node,80.55
34.39,66.53,node,0
11.13,40.7,node,183.77
20.58,74.03,node,136.87
14.03,42.42,node,60.21
56.16,11.81,node,51.49
