NAME: vrp_morphed_n400_mo50_dyn75_r5.csv
COMMENT: MGBW+ instance set
DIMENSION: 2
N_NODES: 398
N_CLUSTERS: 1
N_DEPOTS: 2
LOWER: 0
UPPER: 800
DATA_SECTION
x1,x2,types,arrival.time
739.52,236.71,depot,0
192.51,381.56,depot,0
290.12,28.91,node,0
574.48,638.39,node,0
307.02,295.51,node,1897.93
259.07,254.14,node,1671.48
13.36,119.65,node,2536.39
11.09,108.43,node,0
785.42,351.57,node,0
200.77,710.26,node,1876.97
291.24,203.61,node,0
572.76,505.18,node,0
668.48,275.61,node,0
720.79,257.14,node,205.48
516.75,587.28,node,0
665.51,312.61,node,0
708.45,227.2,node,1064.93
273.83,23.21,node,0
597.3,673.35,node,141.45
23.73,236.85,node,0
187.25,49.62,node,1738.57
717.52,431.16,node,141.06
535.02,498.3,node,426.65
655.55,629.1,node,864.41
234.64,602.84,node,1414.66
232.7,341.39,node,2571.1
606.39,585.8,node,0
774.47,509.92,node,1785.35
236,258.48,node,0
3.79,121.2,node,2485.23
779.58,409.72,node,0
84.99,121.49,node,0
165.53,661.94,node,1081.69
369.57,269.45,node,1758.08
164.88,34.29,node,0
387.3,715.12,node,0
685.86,274.51,node,1505.2
45.33,174.26,node,424.93
557.12,534.56,node,2795.76
751.29,460.41,node,2549.56
214.27,228.56,node,213.36
123.48,60.52,node,2138.12
213.45,702.48,node,1304.93
46.36,254.24,node,849.76
491.73,601.07,node,1793.11
372.6,703.75,node,0
311.2,319.25,node,416.69
723.35,329.82,node,2749.06
29.47,26.84,node,2074.34
251.99,671.25,node,2776.88
315.62,305.77,node,767.47
192.76,163.82,node,584.43
336.55,245.63,node,2049.82
306.04,174.33,node,2726
337.9,283.62,node,0
80.15,102.9,node,1919.84
86.51,58.32,node,2629.46
190.04,28.99,node,829.75
553.29,573.01,node,0
379.73,211.26,node,1977.94
745.73,239.03,node,2950.79
608.09,696.52,node,2268.98
631.51,359.28,node,1091.96
679.11,345.49,node,0
147.83,368.95,node,451.95
263.65,700.36,node,122.59
238.31,178.34,node,1089.48
271.07,327.24,node,162.43
526.16,585.22,node,2171.87
677.72,340.39,node,0
135.15,45.47,node,1503.4
616.35,545.4,node,0
15.82,0.99,node,3066.03
367,177.38,node,1106.67
614.05,565.33,node,153.72
359.07,678.26,node,2780.79
246.62,647.17,node,0
18.55,58.04,node,1662.7
215.55,252.29,node,1027.91
661.61,617.43,node,2350.33
741.27,483.37,node,0
486.56,524.86,node,0
118.84,59.51,node,1925.88
474.06,518.61,node,1688.61
670.88,370.12,node,2540.17
335.31,632.99,node,2546.61
71.26,16.23,node,876.46
221.07,156.55,node,2723.19
309.67,688.47,node,2809.66
138.57,55.08,node,2351.97
360.49,719.92,node,287.46
254.89,256.62,node,0
215.28,673.05,node,1444.81
177.14,687.35,node,213.67
205.67,291.13,node,2748.01
760.65,488.84,node,0
299.79,290.61,node,3099.06
370.3,744.91,node,1031.54
328.45,25.9,node,0
382.49,153.16,node,2835.73
185.79,640.87,node,1636.11
558.74,514.35,node,31
258.52,278.54,node,739.44
647.23,713.66,node,2755.97
675.06,288.04,node,193.83
147.85,318.72,node,1520.52
143.48,34.93,node,0
207.87,653.48,node,1042.11
347.66,250.15,node,2214.39
494.63,623.77,node,0
396.02,170.99,node,887.27
284.29,720.69,node,0
360.25,236.36,node,0
791.01,403.13,node,0
405.05,134.63,node,1542.84
196.15,686.62,node,310.85
353.23,731.77,node,426.83
40.29,19.16,node,0
243.28,304.59,node,0
659.08,277.89,node,928.03
163.15,672.36,node,1171.64
666.09,419.3,node,0
219.46,1.86,node,808.86
646.89,294.04,node,146.67
619.41,316.25,node,2594.42
503.78,527.12,node,2100.1
651.43,294.2,node,1091.59
292.87,17.25,node,1232.04
141.8,50.33,node,0
200.44,604.85,node,0
671.44,681.96,node,1783.42
662.42,317.03,node,2250.08
271.15,31.4,node,1949.21
68.02,134.14,node,743.92
493.8,542.84,node,1077.46
206.51,284.16,node,147.3
653.97,623.14,node,0
15.33,111.71,node,71.98
194.8,332.29,node,0
77.65,22.23,node,2177.3
239.48,159.39,node,1564.51
572.74,587.16,node,2147.35
685.78,631.53,node,1239.58
650.67,407.72,node,2737.17
472.51,516.79,node,2092.46
213.68,0.46,node,2334.24
758.86,231.15,node,0
200.71,679.57,node,2039.22
52.88,45.13,node,0
730.09,279.49,node,2384.21
339.32,729.53,node,2543.48
32.86,245.13,node,0
378.86,195.32,node,0
363.49,569.73,node,0
277.42,12.7,node,1858.03
