NAME: vrp_n800_cl3_dyn50_r1.csv
COMMENT: MGBW+ instance set
DIMENSION: 2
N_NODES: 798
N_CLUSTERS: 3
N_DEPOTS: 2
LOWER: 0
UPPER: 1600
DATA_SECTION
x1,x2,types,membership,arrival.time
993.05,965.55,depot,0,0
156.85,129.74,depot,0,0
135.98,186.62,node,1,0
151.14,85.94,node,1,0
146.33,138.49,node,1,0
176.19,142.99,node,1,0
199.36,137.68,node,1,0
174.62,165.01,node,1,0
151.14,102.53,node,1,0
147.15,83.9,node,1,0
158.56,147.07,node,1,0
120.85,99.85,node,1,1252.86
118.74,128.35,node,1,0
205.56,107.99,node,1,0
135.24,128.87,node,1,3276.08
123.31,164.64,node,1,0
146.47,168.63,node,1,0
178.84,157.08,node,1,0
106,71.96,node,1,5031.87
158.88,117.42,node,1,0
145.19,126.23,node,1,4319.87
211.89,113.87,node,1,0
135.62,185.7,node,1,0
164.54,138.08,node,1,2587.42
112.33,155.51,node,1,0
197.04,154.3,node,1,273.48
117.33,179.61,node,1,5544.97
146.62,192.89,node,1,800.53
172.83,144.06,node,1,2906.2
225.89,171.29,node,1,1479.44
172.69,102.72,node,1,5199.24
187.86,156.18,node,1,0
139.21,122.21,node,1,1198.6
147.39,73.22,node,1,3585.61
180.18,78.56,node,1,0
168.73,76.57,node,1,4343.17
189.74,158.02,node,1,0
221.24,88.97,node,1,0
189.69,122.34,node,1,0
164.28,115.5,node,1,126
171.13,91.53,node,1,129.34
125.83,157.96,node,1,0
57.62,120.37,node,1,5238.96
141.59,155.41,node,1,0
171.66,83.18,node,1,0
207.84,166.04,node,1,2596.8
206.29,96.29,node,1,3096.08
222.34,171.2,node,1,0
196.63,88.13,node,1,0
154.51,136.22,node,1,1503.71
109.8,122.82,node,1,0
183.59,140.57,node,1,1418.43
165.15,179.49,node,1,1869.23
130.91,157.01,node,1,302.02
193.56,84.8,node,1,1020.34
88.41,162.77,node,1,1536.59
148.23,212.1,node,1,2019.63
167.81,128.8,node,1,5124.86
97.34,101.91,node,1,648.43
109.45,227.7,node,1,0
112.85,151.11,node,1,0
202.98,118.61,node,1,54.69
161.82,92.55,node,1,0
156.65,117.33,node,1,5908.06
130.95,150.27,node,1,0
128.22,76.62,node,1,0
185.15,136.69,node,1,6001.51
101.05,105.54,node,1,0
186.12,95.45,node,1,0
183.5,118.48,node,1,0
108.1,145.93,node,1,0
71.27,107.5,node,1,5795.16
153.9,138.37,node,1,0
165.69,133.68,node,1,0
204.48,188.7,node,1,0
219.84,84.66,node,1,0
129.12,86.47,node,1,0
142.47,140.24,node,1,4408.35
163.29,121.79,node,1,0
151.51,115.37,node,1,919.63
127.26,104.52,node,1,1734.51
128.35,112.3,node,1,2991.14
108.9,172.14,node,1,0
223.94,84.74,node,1,0
200.02,133.64,node,1,0
157.77,131.75,node,1,3501.35
172.57,133.28,node,1,0
127.25,134.49,node,1,202.11
186.92,121.63,node,1,3981.1
114.75,72.97,node,1,0
178.27,127.55,node,1,0
136.46,137.5,node,1,2944.2
132.92,126.91,node,1,0
166.68,59.64,node,1,0
123.01,84.3,node,1,0
114.31,183.13,node,1,0
197.55,156.03,node,1,995.73
144.11,170.47,node,1,0
114.87,61.11,node,1,0
52.77,137.56,node,1,4049.9
158.11,102.58,node,1,5220.25
173.67,131.2,node,1,0
146.45,173.56,node,1,0
206.37,165.59,node,1,0
177.37,95.31,node,1,5044.28
148.32,128.22,node,1,0
162,168.18,node,1,6127.34
108.05,83.13,node,1,2258.95
154.79,79.17,node,1,0
195.25,123.96,node,1,0
64.26,121.54,node,1,0
164.12,103.23,node,1,0
113.33,130.19,node,1,0
198.94,113.26,node,1,0
195.03,177.92,node,1,3386.8
113.39,159.51,node,1,1558.14
153.14,138.19,node,1,0
217.21,163.46,node,1,1233.62
140.27,78.14,node,1,1736.58
169.34,147.88,node,1,1588.05
198.58,178.89,node,1,0
164.26,135.51,node,1,5376.72
172.01,167,node,1,2958.37
162.61,116.37,node,1,0
120.61,130.21,node,1,0
156.33,129.76,node,1,5613.1
143.3,109.42,node,1,2133.17
188.69,124.81,node,1,0
210.44,102.82,node,1,5597.21
93.45,124.24,node,1,1671.91
188.21,124.47,node,1,1123.98
102.57,109.71,node,1,0
155.51,174.59,node,1,0
195.48,157.63,node,1,0
173.06,101.77,node,1,404.84
184.75,171.64,node,1,1119.13
182.37,170.2,node,1,0
167.31,164.77,node,1,4370.18
205.11,96.45,node,1,0
209.09,156.04,node,1,3780.25
181.11,132.27,node,1,0
124.02,86.76,node,1,5536.64
167.26,124.78,node,1,0
193.47,129.18,node,1,679.93
144.09,181.71,node,1,1393.1
147.73,106.55,node,1,0
179.95,181.43,node,1,0
123.27,120.35,node,1,0
144.98,130.87,node,1,0
168.24,154.85,node,1,0
192.86,104.66,node,1,0
156.37,156.83,node,1,1936.86
136.41,145.43,node,1,0
216.83,83.58,node,1,0
181.76,127.26,node,1,1327.47
122.43,138.8,node,1,0
155.15,94.54,node,1,3988.72
157.54,149.84,node,1,0
150.06,191.55,node,1,0
210.59,103.91,node,1,0
204.25,173.12,node,1,1812.69
134.59,183.69,node,1,0
214.13,151.28,node,1,5549.26
187.53,94.93,node,1,5199.53
220.95,109.33,node,1,0
144.46,147.33,node,1,2093.41
160.4,187.62,node,1,0
131.59,111.25,node,1,4130.82
165.91,149.12,node,1,1587.13
257.56,85.04,node,1,1456.42
195.25,160.33,node,1,532.26
194.77,86.11,node,1,5514.55
169.37,112.7,node,1,0
96.57,98.72,node,1,4042.99
120.96,186.06,node,1,1034.08
132.52,160.62,node,1,3568.05
177.69,102.42,node,1,0
175.36,148.87,node,1,381.08
117.23,154.68,node,1,5796.26
