NAME: vrp_n800_cl2_dyn75_r2.csv
COMMENT: MGBW+ instance set
DIMENSION: 2
N_NODES: 798
N_CLUSTERS: 2
N_DEPOTS: 2
LOWER: 0
UPPER: 1600
DATA_SECTION
x1,x2,types,membership,arrival.time
1474.62,665.46,depot,0,0
745.32,1178.18,depot,0,0
749.71,1156.95,node,1,0
778.33,1151.73,node,1,0
766.07,1190.2,node,1,1156.07
777.46,1160.37,node,1,860.66
727.98,1187.2,node,1,1056.96
754.45,1219.2,node,1,5228.65
759.82,1182.5,node,1,5136.5
770.48,1161.95,node,1,0
777.96,1147.65,node,1,3629.13
755.42,1127.21,node,1,1185.04
752.68,1131.36,node,1,3614.73
738.41,1125.7,node,1,2709.85
726.23,1155,node,1,0
761.89,1160.8,node,1,125.75
722.37,1214.65,node,1,3367.9
795.16,1210.83,node,1,1454.27
700.8,1216.3,node,1,0
708.64,1176.03,node,1,2837.66
767.25,1171.79,node,1,4197.86
740.83,1181.92,node,1,3303.03
758.1,1190.46,node,1,0
693.78,1172.93,node,1,3574.39
753.89,1195.82,node,1,0
735.85,1157.2,node,1,0
704.49,1156.42,node,1,6208.03
741.69,1159.21,node,1,1549.71
763.08,1189.15,node,1,5759.82
697.29,1187.65,node,1,4853.43
761.5,1170.38,node,1,0
744.53,1165.27,node,1,5936.15
736.56,1148.11,node,1,6012.2
758.02,1141.61,node,1,0
727.69,1150.9,node,1,5693.85
719.32,1167.17,node,1,4476.27
730.83,1157.28,node,1,4687.75
737.76,1130.86,node,1,0
748.64,1197.04,node,1,4173.84
707.01,1135.99,node,1,2497.34
811.97,1185.33,node,1,0
746.91,1172.25,node,1,0
760.03,1179.29,node,1,0
729.02,1165.26,node,1,0
735.04,1168.63,node,1,0
722.88,1210.25,node,1,1752.01
748.12,1155.1,node,1,4146.09
762.98,1188.63,node,1,0
741.22,1190.15,node,1,6082.33
718.26,1172.24,node,1,0
715.49,1142.83,node,1,1761.69
735.43,1183.19,node,1,1867.41
718.06,1172.95,node,1,5642.31
690.67,1164.84,node,1,1964.56
780.28,1143.8,node,1,4061.14
709.7,1171.61,node,1,53.47
761.29,1215.09,node,1,1153.82
824.56,1202.09,node,1,2341.19
765.37,1238.73,node,1,654.43
736.34,1171.81,node,1,5688.75
752.89,1135.78,node,1,4545.41
690.52,1232.12,node,1,0
728.15,1164.51,node,1,2948.66
715.68,1182.48,node,1,5826.8
762.97,1171.35,node,1,2694.55
745.76,1206.58,node,1,2010.66
745,1161.42,node,1,2467.13
743.51,1153.03,node,1,0
