NAME: vrp_n50_gm_dyn75_r4.csv
COMMENT: MGBW+ instance set
DIMENSION: 2
N_NODES: 48
N_CLUSTERS: 1
N_DEPOTS: 2
LOWER: 0
UPPER: 100
DATA_SECTION
x1,x2,types,arrival.time
30,66.64,depot,0
74.43,47.72,depot,0
28.76,26.6,node,241.49
78.83,85.78,node,111.95
40.9,4.58,node,17.93
88.3,44.22,node,310.72
94.05,79.89,node,317.28
4.56,12.19,node,224.92
52.81,56.09,node,0
89.24,20.65,node,274.2
55.14,12.75,node,22.92
45.66,75.33,node,78.46
95.68,89.5,node,0
45.33,37.45,node,107.29
67.76,66.51,node,0
57.26,9.48,node,115.93
10.29,38.4,node,162.19
89.98,27.44,node,32.16
24.61,81.46,node,242.76
4.21,44.85,node,0
32.79,81.01,node,85.93
95.45,81.24,node,189.86
88.95,79.43,node,268.46
69.28,43.98,node,0
64.05,75.45,node,235.38
99.43,62.92,node,0
65.57,71.02,node,63.89
70.85,0.06,node,80.57
54.41,47.53,node,370.14
59.41,22.01,node,0
28.92,37.98,node,90.62
14.71,61.28,node,307.81
96.3,35.18,node,47.69
90.23,11.11,node,139.57
69.07,24.36,node,220.07
79.55,66.81,node,19.43
2.46,41.76,node,178.7
47.78,78.82,node,296.9
75.85,10.29,node,0
21.64,43.49,node,203.47
31.82,98.5,node,83.52
23.16,89.31,node,369.88
14.28,88.65,node,113.13
41.45,17.51,node,0
41.37,13.07,node,321.45
36.88,65.31,node,232.17
15.24,34.35,node,0
13.88,65.68,node,235.69
23.3,32.04,node,0
46.6,18.77,node,0
