NAME: vrp_n400_gm_dyn75_r3.csv
COMMENT: MGBW+ instance set
DIMENSION: 2
N_NODES: 398
N_CLUSTERS: 1
N_DEPOTS: 2
LOWER: 0
UPPER: 800
DATA_SECTION
x1,x2,types,arrival.time
737.77,89.11,depot,0
168.07,567.99,depot,0
527.7,57.83,node,396.01
583.49,661.07,node,2119.69
389.46,383.64,node,2811.6
307.57,312.98,node,1602.33
5.47,239.3,node,0
2.95,195.45,node,2837.02
795.95,337.45,node,746.86
86.31,750.22,node,396.8
334.94,211.59,node,0
574.31,454.86,node,2040.17
594.03,161.75,node,1649.01
697.6,154.24,node,452.16
486.29,574.89,node,2046.75
604.96,250.81,node,1867.34
677.79,110.71,node,634.87
490.22,46.42,node,0
634.58,744.88,node,566.3
18.28,454.67,node,1328.06
333.53,94.22,node,731.16
699.91,451.84,node,1536.89
517.88,432.2,node,899.12
739.58,655.75,node,0
137.78,562.38,node,2032.6
252.65,454.2,node,2004.69
643.41,577.05,node,2190.47
791.17,601.96,node,968.61
257.91,305.14,node,2460.9
0.95,230.41,node,2713.6
793.74,425.35,node,742.18
118.68,207.72,node,0
39.49,665.43,node,263.01
477.88,324.29,node,1268.45
257.06,58.11,node,0
422.34,763.01,node,1933.85
636.34,173.75,node,0
55.15,324.5,node,2042.45
556.02,500.53,node,2216.74
758.91,502.72,node,477.3
222.22,262.59,node,0
199.53,111.13,node,2293.11
127.55,731.73,node,2083.12
57.3,479.29,node,1449.56
445.95,599.69,node,649.59
391.87,735.16,node,2817.29
395.43,423.01,node,2280.08
710.7,297.58,node,0
29.36,52.65,node,0
163,683.5,node,0
411.02,408.33,node,0
189.07,168,node,190.86
460.35,300.67,node,2600.35
385.81,165.89,node,1353.61
455.48,367.39,node,2327.62
115.32,193.2,node,2612.05
116.57,94.95,node,175.46
329.83,57.98,node,1710.44
546.41,552.79,node,2189.19
522.74,229.57,node,518.58
732.79,119.53,node,2046.34
650.49,777.95,node,474.29
540.71,328.41,node,2358.49
646,321.45,node,2687.44
102.45,518.85,node,0
200.62,733.04,node,0
265.24,173.33,node,665.69
325.82,438.4,node,1373.51
508.29,576.04,node,0
646.89,317.8,node,1004.22
207.04,75.2,node,1573.78
655.57,507.92,node,0
12.38,1.98,node,1956.86
523.52,168.42,node,1037.27
649.38,543.22,node,0
369.1,692.95,node,753.14
162.73,639.76,node,516.35
15.01,108,node,572.39
226.51,310,node,294.28
732.22,630.78,node,39.68
746.96,554.33,node,2591.46
434.03,475.42,node,1340.63
175.54,99.09,node,1474.16
391.54,444.06,node,1731.59
640.92,359.53,node,0
326.1,612.93,node,0
82.97,20.88,node,616.12
224.45,156.14,node,0
289.17,704.99,node,344.73
207.4,87.84,node,2566.46
376.55,774.84,node,0
292.68,308.16,node,0
97.02,686.87,node,0
37.59,709.91,node,2502.77
210.24,391.27,node,0
774.91,574.47,node,1360.71
390.8,389.36,node,572.84
382.26,790.97,node,911.22
599.03,51.8,node,1705.4
534.11,126.13,node,1814.73
39.53,628.28,node,1448.87
556.08,433.75,node,1840.84
290.61,333.24,node,2824.46
707.31,799.11,node,333.51
620.24,204.54,node,0
111.36,406.3,node,2059.73
236.01,63.18,node,424.02
100.87,650.93,node,1062.13
471.92,305.74,node,2683.2
449.34,641.75,node,1437.2
550.98,158.34,node,0
249.02,757.12,node,0
484.47,276.54,node,0
792.83,417.64,node,2520.05
594.56,89.35,node,2247.51
60.69,708.78,node,522.47
360.94,763.4,node,2615.39
42.83,32.3,node,2082.27
271.64,394.89,node,824.49
587.16,180.85,node,1140.04
3.29,687.04,node,0
617.53,424.75,node,304.61
370.38,3.71,node,726.09
576.67,222.05,node,0
533.2,260.16,node,963.11
457.66,470.97,node,626.7
563.05,199.75,node,0
525.78,34.49,node,1995.47
231.48,88.54,node,2797.08
77.79,563,node,1663.43
769.94,751.22,node,176.69
589.07,248.94,node,0
490.18,62.79,node,0
95.94,257.4,node,1694.27
440.21,499.92,node,1203.32
210.21,352.19,node,0
718.69,641.08,node,2700.56
7.34,223.43,node,648.58
188.99,456.57,node,2636.15
104.04,33.7,node,0
260.99,152.57,node,816.49
581.12,581.67,node,0
793.4,661.35,node,160.7
572.11,408.58,node,1178.25
403.55,454.18,node,1345.32
348.84,0.92,node,1548.36
759.06,115.02,node,765.72
96.15,692.77,node,1528.99
60.12,66.05,node,2240
711.22,195.66,node,1465.25
339.56,785.23,node,0
33.89,462.07,node,385.52
517.95,198.98,node,1060.43
374.9,491.96,node,2253.63
494.34,25.41,node,1372.35
216.65,117.14,node,1537.04
125.84,562.46,node,0
91.4,52.45,node,2689.31
406.15,497.45,node,1671.68
438.43,749.86,node,0
112.52,70.32,node,0
135.82,778.24,node,1730.86
609.59,20.81,node,0
421.92,580.18,node,131.89
688.79,362.97,node,1421.33
538.84,452.95,node,0
10.43,698.18,node,1428.69
554.56,443.65,node,391.59
713.37,590.12,node,809.58
505.48,498.5,node,482.31
85.84,248.82,node,1654.72
736.85,313.76,node,0
540.29,161.67,node,203.35
118.87,682.22,node,0
596.27,485.46,node,0
754.08,604.88,node,2809.21
336.63,450.01,node,0
238.18,220.72,node,0
207.54,588.45,node,1739.88
178.31,439.42,node,2143.1
452.52,276.9,node,0
605.32,411.97,node,2134.12
535.68,652.61,node,0
437.22,421.02,node,1738.65
649.17,162.43,node,109.1
607.33,678.49,node,0
16.05,296.4,node,0
304.72,242.66,node,1681.4
40.7,616.48,node,1069.91
638.32,586.76,node,0
738.96,671.12,node,333.9
434.08,455.24,node,2781.64
681.89,21.02,node,1651.35
466.85,388.9,node,0
534.66,434.14,node,2776.71
409.05,669.33,node,1022.79
610.2,582.93,node,0
722.69,444.09,node,2381.66
656.38,58.73,node,0
57.15,109.2,node,722.94
3.12,547.69,node,0
41.76,79.7,node,1253.03
693.25,163.03,node,488.46
461,292.78,node,0
251.07,676.96,node,197.81
767.57,189.5,node,1300.35
472.96,563.9,node,2542.92
425.13,86.09,node,888.6
307.15,623.26,node,2408.39
255.64,204.08,node,1941.42
646.71,438.43,node,0
33.54,27.12,node,2792.39
290.99,644.89,node,1201.18
685.28,270.2,node,1521.32
558.36,733.03,node,217.92
547.59,285.69,node,2176.6
278.41,780.29,node,2213.05
443.75,307.5,node,1765.86
109.79,390.94,node,1797.95
627.95,392.62,node,0
709.49,9.8,node,225.73
163.28,513.18,node,1329.5
616.5,410.06,node,1844.06
477.09,256.28,node,2130.79
766.14,465.15,node,1210.71
126.95,493.88,node,315.28
420.78,350.62,node,1707.18
698.52,136.3,node,0
695.76,572.06,node,2280.71
18.95,598.23,node,1848.67
780.71,675.13,node,2276.17
392.18,427.81,node,1287.74
311.34,241.79,node,38.67
334.04,365.21,node,766.1
74.34,307.47,node,1643.95
129.45,199.24,node,0
324.33,523.7,node,1218.44
273.45,764.26,node,2559.29
332.21,232.87,node,2344.8
243.24,520.15,node,1824.52
448.22,429.09,node,29.35
124.7,477.96,node,168.67
765.26,19.92,node,1719.14
35.17,3.87,node,0
297.73,105.1,node,1773.25
770.09,19.85,node,2206.41
516.34,73.7,node,817.52
49.01,380.45,node,2176.38
327.96,157.33,node,1294.45
340.72,651.74,node,0
406.53,195.25,node,2469.63
359.68,391.05,node,53.55
498.61,519.11,node,1046.64
111.98,126.97,node,0
726.36,669.58,node,1771.24
455.55,349.28,node,1520.66
438.62,186.8,node,0.15
93.46,239.08,node,1177.22
609.62,127.54,node,976.2
382.7,468.45,node,2469.36
625.58,119.02,node,0
36.82,143.25,node,0
655.88,271.38,node,787.63
215.53,147.12,node,0
226.28,324.43,node,0
514.58,490.85,node,0
758.5,548.54,node,0
5.6,658.82,node,777.87
281.29,299.19,node,1320.69
335.24,762.27,node,336.71
366.3,15.07,node,0
569.35,489.9,node,2209.88
735.88,370.86,node,1224.29
501.69,283.78,node,2528.54
721.75,705.94,node,0
605.86,60.64,node,939.56
110.29,706.63,node,1303.28
122.6,150.58,node,986.88
153.05,172.05,node,714.87
346.55,695.63,node,2687.21
69.78,48.67,node,2277.17
179.02,187.92,node,2734.58
457.72,794.41,node,0
320.14,542.56,node,0
452.37,348.39,node,1492.59
663.7,301.85,node,1822.99
513.69,368.95,node,559.01
313.2,641.48,node,36.52
567.66,530.37,node,803.52
87.06,372.8,node,0
218.9,42.61,node,2644.19
475.09,189.76,node,0
128.15,186.59,node,565.53
682.74,184.52,node,714.27
678.19,49.38,node,1049.98
382.31,397.69,node,0
618.95,195.3,node,0
236.32,606.55,node,2158.12
52.5,437.84,node,0
352.43,758.45,node,0
369.68,68.94,node,1753.73
272.75,758.31,node,0
148.11,577.92,node,0
405.6,737.6,node,0
15.35,491.07,node,1363.49
618.95,128.77,node,2336.26
447.73,146.35,node,488.41
513.17,584.15,node,1740.98
374.75,471.62,node,485.22
223.38,249.99,node,893.95
368.97,618.24,node,208.28
634.19,269.04,node,2789.52
468.45,684.54,node,520.93
315.81,464.42,node,0
648.99,332.58,node,1330.71
254.85,746.06,node,699.24
465.16,370.16,node,644.69
364.39,79.48,node,0
215.04,372.36,node,175.62
444.14,787.27,node,1011.35
184.98,740.22,node,0
434.59,348.32,node,2026.89
358.06,695.78,node,2304.65
104.23,240.28,node,1886.53
497.38,638.38,node,1479.25
438.4,640.41,node,0
119.4,309.54,node,1588.68
447.64,305.27,node,1416.84
341.51,516.41,node,1466.92
358.18,689.33,node,1446.59
666.64,525.31,node,435.08
575.67,413.06,node,1113.81
365.51,119.03,node,0
417.01,490.21,node,2216.3
193.97,33.57,node,374.06
60.69,398.69,node,211.46
313.04,591.61,node,636.69
10.49,603.12,node,156.77
694,50.47,node,534.11
794.09,353.99,node,2197.8
567.08,400.54,node,1537.2
661.37,216.19,node,615.06
713.52,479.04,node,784.61
431.53,588.67,node,676.2
444.25,570.86,node,1204.68
221.15,93.19,node,838.1
527.36,460.1,node,622.03
194.75,638.51,node,0
230.61,185.46,node,1325.23
572.62,579.88,node,1807.86
582.03,670.42,node,2238.64
138.43,95.07,node,2654.75
245.05,767.16,node,1670.35
295.93,598.21,node,487.84
62.18,648.71,node,0
570.52,151.93,node,418.31
440.74,20.78,node,630.73
108.69,691.03,node,0
779.33,735.34,node,2642.12
449.57,110.1,node,1426.49
630.73,382.12,node,1877.65
679.13,370.37,node,2337.79
702.43,560.14,node,2465.52
640.38,52.46,node,249.56
512.12,586.43,node,2116.8
503.14,316.75,node,0
217.13,369.19,node,751.66
23.95,580.24,node,2288.82
335.89,376,node,157.64
284.35,799.62,node,582.01
313.87,676.75,node,605.14
137.55,662.57,node,274.66
255.71,609.32,node,0
330.84,89.69,node,0
607.47,671.18,node,1829.58
217.51,651.08,node,0
92.47,793.13,node,2069.39
23.47,38.65,node,2062.46
645.48,597.43,node,760.63
384.1,335.45,node,2353.62
645,465.72,node,1761.85
63.2,664.59,node,231.84
92.27,10.82,node,1834.5
103.53,9.22,node,0
591,797.16,node,1959.44
605.68,612.55,node,0
793.96,251.73,node,0
499.64,649.61,node,278.7
230.95,792.98,node,2385.73
159.93,160.61,node,88.93
640.73,516.83,node,2755.86
582.21,350.04,node,503.83
173.64,750.42,node,2345.27
595.39,790.4,node,1602.47
693.32,365.06,node,2392.95
423.52,184.49,node,221.43
478.91,556.39,node,1226.6
750.11,445.31,node,276.77
760.58,467.77,node,0
528.43,346.9,node,154.53
