NAME: vrp_n400_gm_dyn75_r5.csv
COMMENT: MGBW+ instance set
DIMENSION: 2
N_NODES: 398
N_CLUSTERS: 1
N_DEPOTS: 2
LOWER: 0
UPPER: 800
DATA_SECTION
x1,x2,types,arrival.time
737.77,89.11,depot,0
168.07,567.99,depot,0
527.7,57.83,node,267.37
583.49,661.07,node,2496.18
389.46,383.64,node,2765.9
307.57,312.98,node,2309.66
5.47,239.3,node,603.49
2.95,195.45,node,2211.67
795.95,337.45,node,689.28
86.31,750.22,node,3142.79
334.94,211.59,node,2411.76
574.31,454.86,node,1220.53
594.03,161.75,node,2238.8
697.6,154.24,node,550.91
486.29,574.89,node,957.12
604.96,250.81,node,2206.55
677.79,110.71,node,1982.06
490.22,46.42,node,934.41
634.58,744.88,node,0
18.28,454.67,node,1221.14
333.53,94.22,node,0
699.91,451.84,node,1791.52
517.88,432.2,node,2984.3
739.58,655.75,node,0
137.78,562.38,node,0
252.65,454.2,node,1192.67
643.41,577.05,node,2744.49
791.17,601.96,node,149.43
257.91,305.14,node,1524.61
0.95,230.41,node,1037.99
793.74,425.35,node,2767.05
118.68,207.72,node,0
39.49,665.43,node,76.39
477.88,324.29,node,2329.83
257.06,58.11,node,2546.36
422.34,763.01,node,0
636.34,173.75,node,1066.36
55.15,324.5,node,1137.11
556.02,500.53,node,1803.51
758.91,502.72,node,0
222.22,262.59,node,0
199.53,111.13,node,1947.52
127.55,731.73,node,576.77
57.3,479.29,node,1011.36
445.95,599.69,node,2307.15
391.87,735.16,node,2820.15
395.43,423.01,node,484.36
710.7,297.58,node,1528.61
29.36,52.65,node,0
163,683.5,node,2222.71
411.02,408.33,node,1744.4
189.07,168,node,0
460.35,300.67,node,2423.47
385.81,165.89,node,2811.92
455.48,367.39,node,0
115.32,193.2,node,1391.93
116.57,94.95,node,0
329.83,57.98,node,2735.2
546.41,552.79,node,2806.4
522.74,229.57,node,1647.63
732.79,119.53,node,536.44
650.49,777.95,node,0
540.71,328.41,node,120.56
646,321.45,node,2004.62
102.45,518.85,node,0
200.62,733.04,node,0
265.24,173.33,node,56.97
325.82,438.4,node,0
508.29,576.04,node,1956.92
646.89,317.8,node,1068.1
207.04,75.2,node,1265.28
655.57,507.92,node,676.44
12.38,1.98,node,901.59
523.52,168.42,node,1337.25
649.38,543.22,node,3120.66
369.1,692.95,node,1236.76
162.73,639.76,node,889.78
15.01,108,node,519.56
226.51,310,node,0
732.22,630.78,node,2973.99
746.96,554.33,node,1446.23
434.03,475.42,node,1552.01
175.54,99.09,node,1931.82
391.54,444.06,node,2200.51
640.92,359.53,node,41.11
326.1,612.93,node,964.44
82.97,20.88,node,558.48
224.45,156.14,node,616.22
289.17,704.99,node,0
207.4,87.84,node,2515.6
376.55,774.84,node,1168.72
292.68,308.16,node,1229.79
97.02,686.87,node,0
37.59,709.91,node,0
210.24,391.27,node,42.93
774.91,574.47,node,1127.38
390.8,389.36,node,3025.88
382.26,790.97,node,0
599.03,51.8,node,1682.86
534.11,126.13,node,0
39.53,628.28,node,365.3
556.08,433.75,node,652.67
290.61,333.24,node,2972.01
707.31,799.11,node,1265.41
620.24,204.54,node,0
111.36,406.3,node,2978.27
236.01,63.18,node,1800.63
100.87,650.93,node,292.46
471.92,305.74,node,0
449.34,641.75,node,856.33
550.98,158.34,node,718.42
249.02,757.12,node,0
484.47,276.54,node,0
792.83,417.64,node,0
594.56,89.35,node,2642.78
60.69,708.78,node,785.45
360.94,763.4,node,2212.36
42.83,32.3,node,1169.17
271.64,394.89,node,2211.06
587.16,180.85,node,0
3.29,687.04,node,928.75
617.53,424.75,node,172.47
370.38,3.71,node,182.22
576.67,222.05,node,2850.14
533.2,260.16,node,0
457.66,470.97,node,0
563.05,199.75,node,2940.28
525.78,34.49,node,0
231.48,88.54,node,995.86
77.79,563,node,0
769.94,751.22,node,2173.31
589.07,248.94,node,1584.7
490.18,62.79,node,2011.11
95.94,257.4,node,836.22
440.21,499.92,node,0
210.21,352.19,node,0
718.69,641.08,node,805.18
7.34,223.43,node,0
188.99,456.57,node,3137.57
104.04,33.7,node,2659.32
260.99,152.57,node,1778.45
581.12,581.67,node,0
793.4,661.35,node,1784.76
572.11,408.58,node,0
403.55,454.18,node,1342.94
348.84,0.92,node,583.97
759.06,115.02,node,488.16
96.15,692.77,node,1782
60.12,66.05,node,518.51
711.22,195.66,node,3028
339.56,785.23,node,907.76
33.89,462.07,node,3066.57
517.95,198.98,node,1376.82
374.9,491.96,node,1891.15
494.34,25.41,node,1655.1
216.65,117.14,node,91.7
125.84,562.46,node,2084.89
91.4,52.45,node,1259.29
406.15,497.45,node,289.59
438.43,749.86,node,687.21
112.52,70.32,node,1849.28
135.82,778.24,node,0
609.59,20.81,node,1813.73
421.92,580.18,node,2376.08
688.79,362.97,node,1739.22
538.84,452.95,node,2670.1
10.43,698.18,node,0
554.56,443.65,node,2975.32
713.37,590.12,node,1689.65
505.48,498.5,node,2314.52
85.84,248.82,node,0
736.85,313.76,node,0
540.29,161.67,node,0
118.87,682.22,node,211.03
596.27,485.46,node,2887.16
754.08,604.88,node,0
336.63,450.01,node,2868.94
238.18,220.72,node,585.79
207.54,588.45,node,2760.27
178.31,439.42,node,50.78
452.52,276.9,node,1652.53
605.32,411.97,node,2614.31
535.68,652.61,node,2617.91
437.22,421.02,node,111.43
649.17,162.43,node,1481.36
607.33,678.49,node,1393.16
16.05,296.4,node,7.09
304.72,242.66,node,1453.19
40.7,616.48,node,2529.95
638.32,586.76,node,1498.9
738.96,671.12,node,0
434.08,455.24,node,3082.44
681.89,21.02,node,2448.6
466.85,388.9,node,645.84
534.66,434.14,node,1124.57
409.05,669.33,node,129.7
610.2,582.93,node,3060.33
722.69,444.09,node,1910.57
656.38,58.73,node,1978.86
57.15,109.2,node,161.89
3.12,547.69,node,0
41.76,79.7,node,0
693.25,163.03,node,1142.96
461,292.78,node,2387.1
251.07,676.96,node,2589.74
767.57,189.5,node,1899.74
472.96,563.9,node,0
425.13,86.09,node,2495.15
307.15,623.26,node,87.67
255.64,204.08,node,2128.54
646.71,438.43,node,0
33.54,27.12,node,1404.96
290.99,644.89,node,1268.64
685.28,270.2,node,184.54
558.36,733.03,node,2914.77
547.59,285.69,node,236.04
278.41,780.29,node,977.18
443.75,307.5,node,0
109.79,390.94,node,1062.07
627.95,392.62,node,487.91
709.49,9.8,node,2297.54
163.28,513.18,node,1044.58
616.5,410.06,node,0
477.09,256.28,node,3067.78
766.14,465.15,node,0
126.95,493.88,node,2534.28
420.78,350.62,node,0
698.52,136.3,node,2933.18
695.76,572.06,node,1235.34
18.95,598.23,node,1503.12
780.71,675.13,node,2197.26
392.18,427.81,node,0
311.34,241.79,node,1544.69
334.04,365.21,node,2394.33
74.34,307.47,node,0
129.45,199.24,node,3159.97
324.33,523.7,node,0
273.45,764.26,node,2502.6
332.21,232.87,node,763.66
243.24,520.15,node,2271.76
448.22,429.09,node,2758.18
124.7,477.96,node,4.72
765.26,19.92,node,2415.96
35.17,3.87,node,1897.75
297.73,105.1,node,1673.45
770.09,19.85,node,3002.24
516.34,73.7,node,3190.71
49.01,380.45,node,728.12
327.96,157.33,node,0
340.72,651.74,node,0
406.53,195.25,node,0
359.68,391.05,node,221.43
498.61,519.11,node,1697
111.98,126.97,node,1387.11
726.36,669.58,node,494.37
455.55,349.28,node,0
438.62,186.8,node,2529.52
93.46,239.08,node,108.86
609.62,127.54,node,1957.19
382.7,468.45,node,930.34
625.58,119.02,node,0
36.82,143.25,node,2381.93
655.88,271.38,node,2367.61
215.53,147.12,node,936.72
226.28,324.43,node,1281.16
514.58,490.85,node,1554.05
758.5,548.54,node,1832.86
5.6,658.82,node,0
281.29,299.19,node,0
335.24,762.27,node,0
366.3,15.07,node,12.37
569.35,489.9,node,963.54
735.88,370.86,node,310.75
501.69,283.78,node,3153.86
721.75,705.94,node,1032.69
605.86,60.64,node,0
110.29,706.63,node,795.2
122.6,150.58,node,2818.56
153.05,172.05,node,600.75
346.55,695.63,node,0
69.78,48.67,node,1154.24
179.02,187.92,node,2916.97
457.72,794.41,node,0
320.14,542.56,node,1603.88
452.37,348.39,node,134.81
663.7,301.85,node,2995.42
513.69,368.95,node,529.96
313.2,641.48,node,841.75
567.66,530.37,node,0
87.06,372.8,node,0
218.9,42.61,node,3055.91
475.09,189.76,node,1248.08
128.15,186.59,node,1265.51
682.74,184.52,node,2970.26
678.19,49.38,node,1902.95
382.31,397.69,node,0
618.95,195.3,node,1447.04
236.32,606.55,node,0
52.5,437.84,node,0
352.43,758.45,node,302.28
369.68,68.94,node,1074.87
272.75,758.31,node,3149.14
148.11,577.92,node,2955.44
405.6,737.6,node,0
15.35,491.07,node,139.82
618.95,128.77,node,1938.04
447.73,146.35,node,2398.34
513.17,584.15,node,1255.68
374.75,471.62,node,938.97
223.38,249.99,node,960.14
368.97,618.24,node,464.3
634.19,269.04,node,2766.45
468.45,684.54,node,0
315.81,464.42,node,0
648.99,332.58,node,0
254.85,746.06,node,2542.65
465.16,370.16,node,0
364.39,79.48,node,2707.96
215.04,372.36,node,2121.46
444.14,787.27,node,2812.33
184.98,740.22,node,1835.96
434.59,348.32,node,1671.98
358.06,695.78,node,0
104.23,240.28,node,2136.99
497.38,638.38,node,692.16
438.4,640.41,node,2726.43
119.4,309.54,node,0
447.64,305.27,node,1359.19
341.51,516.41,node,1904.36
358.18,689.33,node,437.69
666.64,525.31,node,585.59
575.67,413.06,node,0
365.51,119.03,node,0
417.01,490.21,node,363.45
193.97,33.57,node,0
60.69,398.69,node,989.92
313.04,591.61,node,2547.99
10.49,603.12,node,0
694,50.47,node,668.8
794.09,353.99,node,2679.66
567.08,400.54,node,3035.53
661.37,216.19,node,1076.75
713.52,479.04,node,0
431.53,588.67,node,0
444.25,570.86,node,0
221.15,93.19,node,1174.3
527.36,460.1,node,1058.13
194.75,638.51,node,2949.54
230.61,185.46,node,355.72
572.62,579.88,node,0
582.03,670.42,node,2612.93
138.43,95.07,node,2217.72
245.05,767.16,node,887.14
295.93,598.21,node,1691.11
62.18,648.71,node,2872.74
570.52,151.93,node,3184
440.74,20.78,node,422.82
108.69,691.03,node,3108.42
779.33,735.34,node,0
449.57,110.1,node,2249.61
630.73,382.12,node,673.68
679.13,370.37,node,2797.12
702.43,560.14,node,0
640.38,52.46,node,345.43
512.12,586.43,node,2671.9
503.14,316.75,node,406.55
217.13,369.19,node,1507.38
23.95,580.24,node,1738.19
335.89,376,node,521.29
284.35,799.62,node,3040.92
313.87,676.75,node,0
137.55,662.57,node,0
255.71,609.32,node,0
330.84,89.69,node,953.94
607.47,671.18,node,222.65
217.51,651.08,node,2047.65
92.47,793.13,node,1584.96
23.47,38.65,node,0
645.48,597.43,node,0
384.1,335.45,node,386.4
645,465.72,node,2061.19
63.2,664.59,node,2874.09
92.27,10.82,node,604.76
103.53,9.22,node,1572.38
591,797.16,node,0
605.68,612.55,node,960.01
793.96,251.73,node,2624.7
499.64,649.61,node,0
230.95,792.98,node,2418.55
159.93,160.61,node,465.31
640.73,516.83,node,1625.91
582.21,350.04,node,2489.2
173.64,750.42,node,0
595.39,790.4,node,2920.64
693.32,365.06,node,0
423.52,184.49,node,0
478.91,556.39,node,0
750.11,445.31,node,1977.5
760.58,467.77,node,1029.61
528.43,346.9,node,695.88
