ID,X,Y,Request.time,Types,Membership,lower,upper
1,82.73,104.69,0,depot,0,0,200
2,198.63,8.63,0,depot,0,0,200
3,68.3,114.16,359.87,customer,1,0,200
4,61.55,105.4,226.51,customer,1,0,200
5,74.89,102.99,584.71,customer,1,0,200
6,78.23,103.3,0,customer,1,0,200
7,81.65,107.85,0,customer,1,0,200
8,80.58,112.7,0,customer,1,0,200
9,75.06,104.33,649.41,customer,1,0,200
10,67.44,108.25,0,customer,1,0,200
11,83.8,110.47,0,customer,1,0,200
12,72.59,100.74,608.85,customer,1,0,200
13,73.93,104.12,0,customer,1,0,200
14,76.74,102.5,91.58,customer,1,0,200
15,90.85,118.11,85.97,customer,1,0,200
16,68.68,94.81,0,customer,1,0,200
17,91.28,105.25,285.66,customer,1,0,200
18,75.53,109.75,578.8,customer,1,0,200
19,74.26,103.64,0,customer,1,0,200
20,85.42,110.45,0,customer,1,0,200
21,87.66,108.67,0,customer,1,0,200
22,78.55,200,639.84,customer,2,0,200
23,71.83,186.5,543.24,customer,2,0,200
24,78.57,199.43,200.96,customer,2,0,200
25,83.67,187.28,0,customer,2,0,200
26,78.03,192.18,379.8,customer,2,0,200
27,80.71,200,0,customer,2,0,200
28,82.4,187.12,41.21,customer,2,0,200
29,67.25,190.73,0,customer,2,0,200
30,78.81,189.85,504.99,customer,2,0,200
31,76.79,200,293.52,customer,2,0,200
32,79.73,200,0,customer,2,0,200
33,75.71,198.46,0,customer,2,0,200
34,66.26,200,40.65,customer,2,0,200
35,59.6,184.17,318.27,customer,2,0,200
36,78.14,188.02,0,customer,2,0,200
37,78.22,184.69,0,customer,2,0,200
38,75.17,181.21,764.34,customer,2,0,200
39,79.12,180.61,0,customer,2,0,200
40,77.29,196.23,0,customer,2,0,200
41,200,32.24,321.89,customer,3,0,200
42,180.78,5.03,656.47,customer,3,0,200
43,192.05,1.85,759.89,customer,3,0,200
44,185.8,13.45,584.19,customer,3,0,200
45,200,13.71,0,customer,3,0,200
46,200,0,522.54,customer,3,0,200
47,200,5.95,512.13,customer,3,0,200
48,194.86,1.71,64.18,customer,3,0,200
49,196.71,17.95,0,customer,3,0,200
50,190.45,5.54,0,customer,3,0,200
51,200,13.13,747.58,customer,3,0,200
52,200,5.64,0,customer,3,0,200
53,196.88,0,38.04,customer,3,0,200
54,200,15.9,0,customer,3,0,200
55,200,0,0,customer,3,0,200
56,200,1.72,0,customer,3,0,200
57,200,8.24,756.97,customer,3,0,200
58,200,10.1,672.11,customer,3,0,200
59,190.25,7.03,0,customer,3,0,200
60,193.36,0,636.92,customer,3,0,200
61,197.22,0,0,customer,3,0,200
62,198.45,10.46,114.69,customer,3,0,200
63,134.43,73.14,0,customer,4,0,200
64,134.12,79.36,0,customer,4,0,200
65,126.59,87.46,22.52,customer,4,0,200
66,131.01,73.59,119.88,customer,4,0,200
67,119.99,81.81,137.39,customer,4,0,200
68,123.7,92.48,0,customer,4,0,200
69,133.18,59.41,0,customer,4,0,200
70,121.77,70.26,0.04,customer,4,0,200
71,121.81,67.33,172.8,customer,4,0,200
72,133,82.07,28.68,customer,4,0,200
73,132.31,87.5,0,customer,4,0,200
74,128.95,89.79,0,customer,4,0,200
75,121,74.34,27.75,customer,4,0,200
76,123.55,76.57,0,customer,4,0,200
77,122.63,84,0,customer,4,0,200
78,128.28,87.41,0,customer,4,0,200
79,118.11,68.18,257.94,customer,4,0,200
80,124.27,72.97,0,customer,4,0,200
81,118.14,82.18,0,customer,4,0,200
82,23.67,154.59,446.18,customer,5,0,200
83,22.29,146.88,450.64,customer,5,0,200
84,29.17,139.76,734.43,customer,5,0,200
85,18.96,145.65,0,customer,5,0,200
86,38.45,146.87,570.68,customer,5,0,200
87,11.03,147.19,346.95,customer,5,0,200
88,7.9,133.45,0,customer,5,0,200
89,28.36,132.95,0,customer,5,0,200
90,4.24,139.05,0,customer,5,0,200
91,12.35,145.86,452.18,customer,5,0,200
92,15.76,166.12,0,customer,5,0,200
93,29.43,125.81,698.63,customer,5,0,200
94,20.62,139.56,0,customer,5,0,200
95,24.58,134.31,0,customer,5,0,200
96,13.33,143.75,0,customer,5,0,200
97,21.41,128.76,0,customer,5,0,200
98,14.44,125.42,0,customer,5,0,200
99,22.54,137.36,280.41,customer,5,0,200
100,29.84,153.4,3.49,customer,5,0,200
