ID,X,Y,Request.time,Types,lower,upper
1,241.4,54.97,0,depot,0,400
2,115.52,321.59,0,depot,0,400
3,202.68,262.43,0,customers,0,400
4,210.42,253.6,1379.62,customers,0,400
5,189.2,350.83,1498.38,customers,0,400
6,218.01,82.93,140.44,customers,0,400
7,293.77,188.68,1460.8,customers,0,400
8,37.86,61.01,489.09,customers,0,400
9,134.39,342.39,0,customers,0,400
10,320.33,163.91,832.23,customers,0,400
11,328.69,249.62,386.9,customers,0,400
12,86.68,76.16,648.98,customers,0,400
13,107.9,143.85,141.66,customers,0,400
14,334.45,255.17,51.98,customers,0,400
15,304.19,16.67,0,customers,0,400
16,116.94,330.79,1300.37,customers,0,400
17,61.1,113.05,0,customers,0,400
18,301.94,167.2,494.27,customers,0,400
19,51.79,109.31,628.42,customers,0,400
20,35.26,53.7,288.87,customers,0,400
21,373.27,204.86,1018.8,customers,0,400
22,59.63,303.25,764.76,customers,0,400
23,132.06,359.67,700.32,customers,0,400
24,314.39,6.83,1527.87,customers,0,400
25,236.47,362.31,498.21,customers,0,400
26,94.78,111.98,1530.57,customers,0,400
27,262.54,350.06,659.4,customers,0,400
28,329.56,243.78,352.48,customers,0,400
29,100.5,146.61,1188.34,customers,0,400
30,202.9,325.06,220.37,customers,0,400
31,267.85,13.32,20.35,customers,0,400
32,245.6,304.28,1054.09,customers,0,400
33,259.73,95.89,909.33,customers,0,400
34,364.57,274.2,740.49,customers,0,400
35,191.53,259.79,0,customers,0,400
36,53.12,102.7,1399.02,customers,0,400
37,216.11,315.87,646.75,customers,0,400
38,79.25,63.09,1002.63,customers,0,400
39,198.44,330.2,1103.94,customers,0,400
40,125.18,102.36,132.34,customers,0,400
41,369.05,258.22,969.43,customers,0,400
42,190.11,353.75,364.6,customers,0,400
43,80.06,61.19,478,customers,0,400
44,244.58,339.01,0,customers,0,400
45,79.5,329.19,591.75,customers,0,400
46,366.57,167.36,1466.55,customers,0,400
47,228.1,80.86,332.87,customers,0,400
48,64.01,83.77,0,customers,0,400
49,276.84,215.38,1231.51,customers,0,400
50,360.06,275.99,923.41,customers,0,400
