ID,X,Y,Request.time,Types,lower,upper
1,67.94,137.24,0,depot,0,200
2,136.41,2.77,0,depot,0,200
3,93.39,117.82,491.04,customers,0,200
4,183.55,80.54,0,customers,0,200
5,187.17,62.91,0,customers,0,200
6,110.82,180.08,0,customers,0,200
7,82.01,81.58,0,customers,0,200
8,25.4,79.17,0,customers,0,200
9,190.29,27.66,557.02,customers,0,200
10,63.91,51.57,319.75,customers,0,200
11,11.08,105.67,219.56,customers,0,200
12,191.34,42.43,0,customers,0,200
13,154.54,35.8,380.34,customers,0,200
14,26.98,135.5,248.19,customers,0,200
15,132.39,7.15,0,customers,0,200
16,176.36,125.64,0,customers,0,200
17,118.89,71.03,0,customers,0,200
18,80.23,87.17,514.58,customers,0,200
19,118.1,169.96,16.65,customers,0,200
20,62.87,183.87,0,customers,0,200
21,64.92,68.46,422.07,customers,0,200
22,49.53,194.17,0,customers,0,200
23,65.04,145.98,356.76,customers,0,200
24,197.63,111.02,0,customers,0,200
25,26.74,39.28,384.71,customers,0,200
26,16.41,96.08,0,customers,0,200
27,26.44,106.57,0,customers,0,200
28,135.74,106.49,0,customers,0,200
29,114.24,132.35,261.82,customers,0,200
30,152.91,187.35,0,customers,0,200
31,132.6,114.62,406.32,customers,0,200
32,144.09,84.1,336.36,customers,0,200
33,100.08,108.48,165.57,customers,0,200
34,148.98,8.77,450.97,customers,0,200
35,173.27,40.62,207.83,customers,0,200
36,151.55,77.86,0,customers,0,200
37,196.97,33.09,0,customers,0,200
38,85.47,170.96,79.55,customers,0,200
39,76.28,39.98,403.13,customers,0,200
40,81.2,165.67,0,customers,0,200
41,2.63,116.79,432.26,customers,0,200
42,34.87,134.29,0,customers,0,200
43,176.41,27.16,416.61,customers,0,200
44,41.76,128.2,296.14,customers,0,200
45,54.75,74.22,0,customers,0,200
46,14.59,145.15,0,customers,0,200
47,53.72,86.9,0,customers,0,200
48,129.46,195.4,541.04,customers,0,200
49,147.05,195.11,0,customers,0,200
50,94.78,137.18,0,customers,0,200
51,88.44,57.17,0,customers,0,200
52,55.11,58.45,0,customers,0,200
53,22.02,121.15,106.46,customers,0,200
54,89.39,59.27,556.59,customers,0,200
55,116.71,102.78,0,customers,0,200
56,38.45,156.44,0,customers,0,200
57,99.47,43.61,140.45,customers,0,200
58,48.09,87.01,114.11,customers,0,200
59,98.17,97.05,429.47,customers,0,200
60,69.9,177.9,0,customers,0,200
61,116.43,188.47,0,customers,0,200
62,74.16,178.92,68.56,customers,0,200
63,70.39,129.67,0,customers,0,200
64,99.37,191.58,244.4,customers,0,200
65,144.13,99.34,492.28,customers,0,200
66,39.31,120.06,0,customers,0,200
67,81.1,76.07,0,customers,0,200
68,57.02,75.8,466.34,customers,0,200
69,143.72,3,0,customers,0,200
70,34.93,106.87,185.23,customers,0,200
71,149.19,180.51,0,customers,0,200
72,160.33,0.95,226.43,customers,0,200
73,148.26,11.27,0,customers,0,200
74,126,39.48,0,customers,0,200
75,63.29,153.9,243.17,customers,0,200
76,102.19,139.81,0,customers,0,200
77,151.38,195.78,129.76,customers,0,200
78,117.92,90.97,0,customers,0,200
79,173.58,12.54,353.25,customers,0,200
80,51.61,133.73,552.58,customers,0,200
81,126.84,160.57,0,customers,0,200
82,58.32,46.48,502.63,customers,0,200
83,119.15,79.94,0,customers,0,200
84,102.65,50.58,0,customers,0,200
85,70.2,26.26,0,customers,0,200
86,114.22,79.93,273.23,customers,0,200
87,184.54,11.5,0,customers,0,200
88,184.89,36.5,470.15,customers,0,200
89,90.43,8.19,0,customers,0,200
90,53.8,137.26,162.11,customers,0,200
91,197.85,48.64,222.47,customers,0,200
92,141.71,15.54,64.98,customers,0,200
93,190.6,11.22,0,customers,0,200
94,89.52,179.07,87.75,customers,0,200
95,79.82,158.44,285.62,customers,0,200
96,118.59,169.95,121.87,customers,0,200
97,26.79,188.85,472.01,customers,0,200
98,131.13,16.8,0,customers,0,200
99,54.29,40.89,0,customers,0,200
100,176.42,141.68,20.7,customers,0,200
