ID,X,Y,Request.time,Types,lower,upper
1,737.77,89.11,0,depot,0,800
2,168.07,567.99,0,depot,0,800
3,527.7,57.83,1800.76,customer,0,800
4,583.49,661.07,1630.12,customer,0,800
5,389.46,383.64,0,customer,0,800
6,307.57,312.98,0,customer,0,800
7,5.47,239.3,0,customer,0,800
8,2.95,195.45,0,customer,0,800
9,795.95,337.45,1817.61,customer,0,800
10,86.31,750.22,2695.53,customer,0,800
11,334.94,211.59,0,customer,0,800
12,574.31,454.86,0,customer,0,800
13,594.03,161.75,0,customer,0,800
14,697.6,154.24,0,customer,0,800
15,486.29,574.89,0,customer,0,800
16,604.96,250.81,836.04,customer,0,800
17,677.79,110.71,0,customer,0,800
18,490.22,46.42,0,customer,0,800
19,634.58,744.88,0,customer,0,800
20,18.28,454.67,449.2,customer,0,800
21,333.53,94.22,0,customer,0,800
22,699.91,451.84,0,customer,0,800
23,517.88,432.2,0,customer,0,800
24,739.58,655.75,0,customer,0,800
25,137.78,562.38,0,customer,0,800
26,252.65,454.2,0,customer,0,800
27,643.41,577.05,0,customer,0,800
28,791.17,601.96,0,customer,0,800
29,257.91,305.14,1858.53,customer,0,800
30,0.95,230.41,0,customer,0,800
31,793.74,425.35,0,customer,0,800
32,118.68,207.72,0,customer,0,800
33,39.49,665.43,0,customer,0,800
34,477.88,324.29,0,customer,0,800
35,257.06,58.11,0,customer,0,800
36,422.34,763.01,0,customer,0,800
37,636.34,173.75,2526.04,customer,0,800
38,55.15,324.5,0,customer,0,800
39,556.02,500.53,0,customer,0,800
40,758.91,502.72,0,customer,0,800
41,222.22,262.59,1411.96,customer,0,800
42,199.53,111.13,245.22,customer,0,800
43,127.55,731.73,0,customer,0,800
44,57.3,479.29,0,customer,0,800
45,445.95,599.69,0,customer,0,800
46,391.87,735.16,0,customer,0,800
47,395.43,423.01,0,customer,0,800
48,710.7,297.58,0,customer,0,800
49,29.36,52.65,0,customer,0,800
50,163,683.5,0,customer,0,800
51,411.02,408.33,0,customer,0,800
52,189.07,168,0,customer,0,800
53,460.35,300.67,0,customer,0,800
54,385.81,165.89,0,customer,0,800
55,455.48,367.39,0,customer,0,800
56,115.32,193.2,0,customer,0,800
57,116.57,94.95,736.6,customer,0,800
58,329.83,57.98,2459.29,customer,0,800
59,546.41,552.79,1072.56,customer,0,800
60,522.74,229.57,0,customer,0,800
61,732.79,119.53,0,customer,0,800
62,650.49,777.95,0,customer,0,800
63,540.71,328.41,690.78,customer,0,800
64,646,321.45,1825.12,customer,0,800
65,102.45,518.85,0,customer,0,800
66,200.62,733.04,0,customer,0,800
67,265.24,173.33,0,customer,0,800
68,325.82,438.4,0,customer,0,800
69,508.29,576.04,0,customer,0,800
70,646.89,317.8,0,customer,0,800
71,207.04,75.2,1578.99,customer,0,800
72,655.57,507.92,0,customer,0,800
73,12.38,1.98,0,customer,0,800
74,523.52,168.42,0,customer,0,800
75,649.38,543.22,0,customer,0,800
76,369.1,692.95,1197.41,customer,0,800
77,162.73,639.76,0,customer,0,800
78,15.01,108,2159.04,customer,0,800
79,226.51,310,0,customer,0,800
80,732.22,630.78,0,customer,0,800
81,746.96,554.33,0,customer,0,800
82,434.03,475.42,0,customer,0,800
83,175.54,99.09,2342.6,customer,0,800
84,391.54,444.06,0,customer,0,800
85,640.92,359.53,0,customer,0,800
86,326.1,612.93,2494.78,customer,0,800
87,82.97,20.88,0,customer,0,800
88,224.45,156.14,1909.51,customer,0,800
89,289.17,704.99,1013.53,customer,0,800
90,207.4,87.84,0,customer,0,800
91,376.55,774.84,2242.68,customer,0,800
92,292.68,308.16,0,customer,0,800
93,97.02,686.87,2507.52,customer,0,800
94,37.59,709.91,0,customer,0,800
95,210.24,391.27,0,customer,0,800
96,774.91,574.47,0,customer,0,800
97,390.8,389.36,0,customer,0,800
98,382.26,790.97,0,customer,0,800
99,599.03,51.8,0,customer,0,800
100,534.11,126.13,0,customer,0,800
101,39.53,628.28,0,customer,0,800
102,556.08,433.75,0,customer,0,800
103,290.61,333.24,0,customer,0,800
104,707.31,799.11,0,customer,0,800
105,620.24,204.54,0,customer,0,800
106,111.36,406.3,0,customer,0,800
107,236.01,63.18,0,customer,0,800
108,100.87,650.93,2745.09,customer,0,800
109,471.92,305.74,0,customer,0,800
110,449.34,641.75,18.34,customer,0,800
111,550.98,158.34,1705.06,customer,0,800
112,249.02,757.12,0,customer,0,800
113,484.47,276.54,2218.89,customer,0,800
114,792.83,417.64,0,customer,0,800
115,594.56,89.35,0,customer,0,800
116,60.69,708.78,2272.31,customer,0,800
117,360.94,763.4,0,customer,0,800
118,42.83,32.3,0,customer,0,800
119,271.64,394.89,0,customer,0,800
120,587.16,180.85,0,customer,0,800
121,3.29,687.04,0,customer,0,800
122,617.53,424.75,0,customer,0,800
123,370.38,3.71,0,customer,0,800
124,576.67,222.05,1392.15,customer,0,800
125,533.2,260.16,0,customer,0,800
126,457.66,470.97,2545.34,customer,0,800
127,563.05,199.75,2221.83,customer,0,800
128,525.78,34.49,0,customer,0,800
129,231.48,88.54,166.42,customer,0,800
130,77.79,563,0,customer,0,800
131,769.94,751.22,0,customer,0,800
132,589.07,248.94,0,customer,0,800
133,490.18,62.79,6.22,customer,0,800
134,95.94,257.4,0,customer,0,800
135,440.21,499.92,0,customer,0,800
136,210.21,352.19,0,customer,0,800
137,718.69,641.08,0,customer,0,800
138,7.34,223.43,0,customer,0,800
139,188.99,456.57,0,customer,0,800
140,104.04,33.7,0,customer,0,800
141,260.99,152.57,0,customer,0,800
