ID,X,Y,Request.time,Types,lower,upper
1,63.01,148.09,0,depot,0,200
2,115.66,0.82,0,depot,0,200
3,96.58,120.27,534.47,customer,0,200
4,178.07,103.01,358.96,customer,0,200
5,182.89,80.51,281.42,customer,0,200
6,121.75,176.05,0,customer,0,200
7,82.14,72.82,0,customer,0,200
8,29.42,57.65,393.9,customer,0,200
9,187.06,34.13,0,customer,0,200
10,60.25,34.43,440.13,customer,0,200
11,12.14,96.41,0,customer,0,200
12,189.55,50.59,0,customer,0,200
13,144.12,43.25,0,customer,0,200
14,28.46,134.88,550.75,customer,0,200
15,109.86,9.53,650.07,customer,0,200
16,190.82,140.17,0,customer,0,200
17,117.1,70.38,45.43,customer,0,200
18,80.9,81.79,0,customer,0,200
19,129.58,164.19,220.55,customer,0,200
20,63.96,183.77,0,customer,0,200
21,61.54,56.51,0,customer,0,200
22,43.95,192.22,0,customer,0,200
23,73.9,145.68,601.45,customer,0,200
24,196.84,137.28,63.16,customer,0,200
25,30.84,10.57,0,customer,0,200
26,18.21,79.04,21.5,customer,0,200
27,28.38,95.57,0,customer,0,200
28,138,112.05,419.78,customer,0,200
29,123.85,139.65,346.16,customer,0,200
30,178.28,183.14,214.13,customer,0,200
31,134.6,123.67,0,customer,0,200
32,147.42,85.68,0,customer,0,200
33,104.23,108.42,0,customer,0,200
34,131.97,11.7,0,customer,0,200
35,164.36,52.17,272.31,customer,0,200
36,157.26,79.43,520.42,customer,0,200
37,195.96,39.55,659.75,customer,0,200
38,87.89,166.39,9.94,customer,0,200
39,62.34,30.58,308.4,customer,0,200
40,81.89,160.68,154.01,customer,0,200
41,2.09,109.37,228,customer,0,200
42,36.77,132.46,0,customer,0,200
43,168.55,34.34,0,customer,0,200
44,46.23,126.61,0,customer,0,200
45,47.82,62.37,476.92,customer,0,200
46,15.34,144.91,296.08,customer,0,200
47,49.14,79.79,0,customer,0,200
48,146.43,193.87,0,customer,0,200
49,169.49,193.48,143.93,customer,0,200
50,99.51,145.34,0,customer,0,200
51,77.58,51.44,516.69,customer,0,200
52,49.29,44.36,0,customer,0,200
53,22.22,118.61,0,customer,0,200
54,78,53.5,0,customer,0,200
55,114.39,106.21,435.13,customer,0,200
56,43.38,157.06,521.36,customer,0,200
57,88.95,33.61,0,customer,0,200
58,43.6,80.88,0,customer,0,200
59,100.46,94.32,0,customer,0,200
60,70.78,173.62,415.76,customer,0,200
61,130,185.14,0,customer,0,200
62,74.94,176.4,56.63,customer,0,200
63,71.09,134.84,0,customer,0,200
64,106.74,190.03,156.69,customer,0,200
65,148.07,103.29,0,customer,0,200
66,44.22,115.3,71.39,customer,0,200
67,82.55,67.27,0,customer,0,200
68,53.14,69.46,0,customer,0,200
69,125.99,4,0,customer,0,200
70,36.77,100.56,0,customer,0,200
71,172.73,174.21,0,customer,0,200
72,149.31,1.26,0,customer,0,200
73,133.66,14.41,0,customer,0,200
74,123.6,32.84,635.86,customer,0,200
75,74.45,154.07,0,customer,0,200
76,105.97,147.04,481.77,customer,0,200
77,174.94,194.38,408.04,customer,0,200
78,116.35,93.29,143.47,customer,0,200
79,167.95,14.88,238.01,customer,0,200
80,62.49,129.76,22.31,customer,0,200
81,141.66,151.72,496.23,customer,0,200
82,53,27.42,0,customer,0,200
83,118.87,79.32,0,customer,0,200
84,96.26,45,493.19,customer,0,200
85,53.01,11.59,0,customer,0,200
86,112.92,79.18,142.81,customer,0,200
87,182.64,12.99,570.74,customer,0,200
88,180.37,45.18,0,customer,0,200
89,54.83,10.93,0,customer,0,200
90,64.3,134.06,419.46,customer,0,200
91,197.13,59.55,153.18,customer,0,200
92,124,20.14,101.89,customer,0,200
93,187.46,14.38,0,customer,0,200
94,93.31,176.09,0,customer,0,200
95,81.37,150.85,4.11,customer,0,200
96,131.85,163.32,0,customer,0,200
97,30.47,196.43,470.45,customer,0,200
98,114.57,20.72,306.8,customer,0,200
99,47.75,19.81,380.45,customer,0,200
100,192.47,159.77,0,customer,0,200
