ID,X,Y,Request.time,Types,Membership,lower,upper
1,216.96,195.13,0,depot,0,0,800
2,741.27,384.31,0,depot,0,0,800
3,314.88,656.02,2048.07,customer,1,0,800
4,347.48,642.66,542.53,customer,1,0,800
5,345.35,651.28,0,customer,1,0,800
6,311.36,669.48,0,customer,1,0,800
7,343.11,677.7,0,customer,1,0,800
8,340.99,659.01,3153.49,customer,1,0,800
9,355.33,652.92,0,customer,1,0,800
10,330.51,654.57,1692.37,customer,1,0,800
11,343.35,653.88,1739.51,customer,1,0,800
12,341.9,637.51,0,customer,1,0,800
13,319.79,664.21,0,customer,1,0,800
14,334.82,648.88,0,customer,1,0,800
15,353.33,672.33,2088.3,customer,1,0,800
16,333.16,664.23,2085.37,customer,1,0,800
17,327.7,678.48,0,customer,1,0,800
18,337.55,628.77,0,customer,1,0,800
19,332.32,658.91,1944.92,customer,1,0,800
20,316.11,653.97,0,customer,1,0,800
21,358.34,698.84,0,customer,1,0,800
22,348.66,652.81,0,customer,1,0,800
23,347.16,670.5,2021.35,customer,1,0,800
24,358.98,649.64,0,customer,1,0,800
25,345.53,700.14,0,customer,1,0,800
26,299.36,673.24,2901.05,customer,1,0,800
27,352.25,667.23,0,customer,1,0,800
28,340.7,648.02,674.02,customer,1,0,800
29,320.47,643.84,0,customer,1,0,800
30,305.27,666.36,0,customer,1,0,800
31,333.54,659.22,595.65,customer,1,0,800
32,334.25,653.28,0,customer,1,0,800
33,359.17,665.2,2255.38,customer,1,0,800
34,331.51,643.3,0,customer,1,0,800
35,316.66,648.09,0,customer,1,0,800
36,339.09,673.83,1043.79,customer,1,0,800
37,323.08,646.69,0,customer,1,0,800
38,320.54,642.93,1563.09,customer,1,0,800
39,333.52,678.59,1169.07,customer,1,0,800
40,291.56,658.45,1947.1,customer,1,0,800
41,352.08,647.49,2112.26,customer,1,0,800
42,330.16,671.95,431.19,customer,1,0,800
43,337.47,664.78,0,customer,1,0,800
44,296.5,653.32,0,customer,1,0,800
45,328.92,676.06,1487.54,customer,1,0,800
46,336.75,671.38,2193.85,customer,1,0,800
47,345.03,637.28,282.04,customer,1,0,800
48,340.2,667.52,1355.5,customer,1,0,800
49,311.9,627.43,0,customer,1,0,800
50,335.6,666.74,0,customer,1,0,800
51,321.14,675.5,2258.36,customer,1,0,800
52,310.69,689.6,1749.59,customer,1,0,800
53,341.33,682.7,1571.69,customer,1,0,800
54,344.44,665.01,0,customer,1,0,800
55,337.89,679.54,0,customer,1,0,800
56,349.05,663.57,2323.42,customer,1,0,800
57,363.52,643.4,1266.95,customer,1,0,800
58,311.69,697.66,909.65,customer,1,0,800
59,319.57,684.26,0,customer,1,0,800
60,344.52,653.04,0,customer,1,0,800
61,332.05,653.46,0,customer,1,0,800
62,333.35,652.01,1250.51,customer,1,0,800
63,315.23,670.3,0,customer,1,0,800
64,327.29,656.8,1629.25,customer,1,0,800
65,326.44,665.03,2096.07,customer,1,0,800
66,316.69,664.8,3018.15,customer,1,0,800
67,323.81,656.17,1035.68,customer,1,0,800
68,324.2,660.58,0,customer,1,0,800
69,338.63,646.35,0,customer,1,0,800
70,323.01,657.68,0,customer,1,0,800
71,307.15,657.82,0,customer,1,0,800
72,357.35,654.08,0,customer,1,0,800
73,331.22,642.67,245,customer,1,0,800
74,326.68,667.67,0,customer,1,0,800
75,343.97,662.13,0,customer,1,0,800
76,328.21,641.5,0,customer,1,0,800
77,331.62,664.46,2808.03,customer,1,0,800
78,325.98,674.31,1759.99,customer,1,0,800
79,335.39,644.94,1255.33,customer,1,0,800
80,326.19,649.92,809.31,customer,1,0,800
81,312.25,642.17,372.67,customer,1,0,800
82,211.39,183.36,1448.38,customer,2,0,800
83,219.31,164.88,2161.08,customer,2,0,800
84,195.32,216.86,0,customer,2,0,800
85,211.28,199.22,1648.52,customer,2,0,800
86,229.63,193.99,0,customer,2,0,800
87,236.43,208.08,1793.82,customer,2,0,800
88,249.36,209.37,269.8,customer,2,0,800
89,247.54,195.64,3116.78,customer,2,0,800
90,198.61,212.15,1743.46,customer,2,0,800
91,212.11,202.77,1874.82,customer,2,0,800
92,244.58,207.79,0,customer,2,0,800
93,193.22,219.05,1664.48,customer,2,0,800
94,228.64,193.5,0,customer,2,0,800
95,206.32,194.53,1604.24,customer,2,0,800
96,196.44,159.64,2008.23,customer,2,0,800
97,204.59,194.58,2457.42,customer,2,0,800
98,197.52,159.71,0,customer,2,0,800
99,226.27,182.77,1245.4,customer,2,0,800
100,217.69,156.97,2014.43,customer,2,0,800
101,229.57,180.62,1739.6,customer,2,0,800
102,236.03,196.18,2019,customer,2,0,800
103,220.32,199.84,2544.63,customer,2,0,800
104,215.27,205.44,0,customer,2,0,800
105,247.28,200.04,0,customer,2,0,800
106,214.92,191.77,0,customer,2,0,800
107,198.05,197.91,0,customer,2,0,800
108,194.63,177.82,0,customer,2,0,800
109,239.36,170.82,3027.2,customer,2,0,800
110,250.72,206.25,0,customer,2,0,800
111,244.92,202.3,715.68,customer,2,0,800
112,213.98,221.9,722.99,customer,2,0,800
113,217.28,188.46,0,customer,2,0,800
114,207.77,186.49,0,customer,2,0,800
115,224.07,201.39,0,customer,2,0,800
116,217.98,166.21,0,customer,2,0,800
117,199.26,159.25,0,customer,2,0,800
118,197.62,224.42,1343.54,customer,2,0,800
119,241.07,183.64,2487.84,customer,2,0,800
120,236.72,192.96,997.05,customer,2,0,800
121,214.1,211.82,0,customer,2,0,800
122,214.91,214.28,199.85,customer,2,0,800
123,221.6,179.56,1678.31,customer,2,0,800
124,223.39,194.55,719.27,customer,2,0,800
125,208.78,191.86,1642.9,customer,2,0,800
126,217.11,205.08,124.16,customer,2,0,800
127,218.08,198.44,0,customer,2,0,800
128,196.76,192.16,166.13,customer,2,0,800
129,215.26,189.42,0,customer,2,0,800
130,210.57,195.3,33.44,customer,2,0,800
131,216.99,202.66,0,customer,2,0,800
132,239.76,191.66,2664.75,customer,2,0,800
133,212.75,228.58,0,customer,2,0,800
134,210.48,186.35,0,customer,2,0,800
135,225.06,192.94,449.47,customer,2,0,800
136,224.57,207.39,0,customer,2,0,800
137,261.26,214.61,1632.59,customer,2,0,800
138,231.89,199.99,2976.52,customer,2,0,800
139,210.65,195.93,516.75,customer,2,0,800
140,200.62,208.01,0,customer,2,0,800
141,226.96,215.49,0,customer,2,0,800
142,201.1,190.99,1137.39,customer,2,0,800
143,201.53,191.8,2430.8,customer,2,0,800
144,220.32,208.29,1463.59,customer,2,0,800
145,221.7,185.31,0,customer,2,0,800
146,215.54,179.9,0,customer,2,0,800
147,223.41,204.17,0,customer,2,0,800
148,197.12,207.25,3087.23,customer,2,0,800
149,231.77,205.46,0,customer,2,0,800
150,230.87,180.2,0,customer,2,0,800
151,202.81,216.14,0,customer,2,0,800
152,228.49,190.29,0,customer,2,0,800
153,226.44,223.84,1134.26,customer,2,0,800
154,219.94,188.74,0,customer,2,0,800
155,207.74,176.88,0,customer,2,0,800
156,220.21,203.22,1516.43,customer,2,0,800
