ID,X,Y,Request.time,Types,lower,upper
1,30,66.64,0,depot,0,100
2,74.43,47.72,0,depot,0,100
3,28.76,26.6,189.23,customer,0,100
4,78.83,85.78,0,customer,0,100
5,40.9,4.58,196.94,customer,0,100
6,88.3,44.22,198.89,customer,0,100
7,94.05,79.89,316.27,customer,0,100
8,4.56,12.19,0,customer,0,100
9,52.81,56.09,255.74,customer,0,100
10,89.24,20.65,183.67,customer,0,100
11,55.14,12.75,0,customer,0,100
12,45.66,75.33,0,customer,0,100
13,95.68,89.5,0,customer,0,100
14,45.33,37.45,0,customer,0,100
15,67.76,66.51,0,customer,0,100
16,57.26,9.48,0,customer,0,100
17,10.29,38.4,164.56,customer,0,100
18,89.98,27.44,0,customer,0,100
19,24.61,81.46,0,customer,0,100
20,4.21,44.85,219.17,customer,0,100
21,32.79,81.01,28.44,customer,0,100
22,95.45,81.24,87.82,customer,0,100
23,88.95,79.43,264.75,customer,0,100
24,69.28,43.98,0,customer,0,100
25,64.05,75.45,161.9,customer,0,100
26,99.43,62.92,0,customer,0,100
27,65.57,71.02,208.46,customer,0,100
28,70.85,0.06,0,customer,0,100
29,54.41,47.53,293.99,customer,0,100
30,59.41,22.01,41.02,customer,0,100
31,28.92,37.98,140.79,customer,0,100
32,14.71,61.28,0,customer,0,100
33,96.3,35.18,0,customer,0,100
34,90.23,11.11,17.73,customer,0,100
35,69.07,24.36,302.51,customer,0,100
36,79.55,66.81,0,customer,0,100
37,2.46,41.76,0,customer,0,100
38,47.78,78.82,4.43,customer,0,100
39,75.85,10.29,0,customer,0,100
40,21.64,43.49,113,customer,0,100
41,31.82,98.5,271.71,customer,0,100
42,23.16,89.31,0,customer,0,100
43,14.28,88.65,41.71,customer,0,100
44,41.45,17.51,0,customer,0,100
45,41.37,13.07,0,customer,0,100
46,36.88,65.31,184.37,customer,0,100
47,15.24,34.35,0,customer,0,100
48,13.88,65.68,0,customer,0,100
49,23.3,32.04,54.79,customer,0,100
50,46.6,18.77,0,customer,0,100
