ID,X,Y,Request.time,Types,Membership,lower,upper
1,121.5,23.8,0,depot,0,0,400
2,219.32,339.5,0,depot,0,0,400
3,127.07,16.38,32.51,customer,1,0,400
4,155.05,16.42,175.99,customer,1,0,400
5,69.99,32.01,1370.73,customer,1,0,400
6,100.86,37.31,0,customer,1,0,400
7,96.11,19.55,574.14,customer,1,0,400
8,127.91,20.56,1403.72,customer,1,0,400
9,89.53,0.36,1153.67,customer,1,0,400
10,107.54,50.47,0,customer,1,0,400
11,119.42,44.74,1300.69,customer,1,0,400
12,124.45,15.69,0,customer,1,0,400
13,140.02,4.97,414.05,customer,1,0,400
14,145.82,38.84,552.66,customer,1,0,400
15,127,33.24,0,customer,1,0,400
16,124.84,16.46,504.28,customer,1,0,400
17,115.86,13.88,503.82,customer,1,0,400
18,141.84,33.64,18.57,customer,1,0,400
19,119.72,5.1,1286.26,customer,1,0,400
20,126.75,7.27,1196.23,customer,1,0,400
21,107.52,57.28,1423.05,customer,1,0,400
22,98.58,9.3,425.94,customer,1,0,400
23,111.96,14.02,657.75,customer,1,0,400
24,103.02,20.72,1319.3,customer,1,0,400
25,104.46,45.84,322.6,customer,1,0,400
26,123.53,37.89,402.57,customer,1,0,400
27,98.42,23.56,1107.5,customer,1,0,400
28,130.46,25.41,381.05,customer,1,0,400
29,121.79,6.82,449.67,customer,1,0,400
30,111.18,17.15,885.15,customer,1,0,400
31,108.33,36.34,0,customer,1,0,400
32,150.39,45.39,353.7,customer,1,0,400
33,128.44,21.86,901.8,customer,1,0,400
34,130.96,10.85,402.85,customer,1,0,400
35,125.85,26.53,181.55,customer,1,0,400
36,83,54.94,42.14,customer,1,0,400
37,99.64,0,0,customer,1,0,400
38,121.5,25.56,15.07,customer,1,0,400
39,121.37,26.11,200.95,customer,1,0,400
40,102.04,33.53,160.76,customer,1,0,400
41,144.17,10.03,638.48,customer,1,0,400
42,126.52,19.35,827.76,customer,1,0,400
43,120.5,39.82,1277.11,customer,1,0,400
44,126.06,55.52,464.79,customer,1,0,400
45,116.04,48.13,1333.39,customer,1,0,400
46,114.02,20,1370.36,customer,1,0,400
47,116.13,28.53,0,customer,1,0,400
48,129.16,26.18,1187.53,customer,1,0,400
49,131.34,10.96,389.78,customer,1,0,400
50,117.58,34.51,0,customer,1,0,400
51,138.55,29.36,502.91,customer,1,0,400
52,133.15,37.59,0,customer,1,0,400
53,131.51,20.13,238.5,customer,1,0,400
54,118.8,34.01,0,customer,1,0,400
55,114.02,21.63,1193.27,customer,1,0,400
56,119.99,0,133.25,customer,1,0,400
57,126.99,33.16,0,customer,1,0,400
58,120.5,53.26,0,customer,1,0,400
59,118.61,33.3,531.11,customer,1,0,400
60,130.25,36.68,1231.37,customer,1,0,400
61,128.36,20.66,789.05,customer,1,0,400
62,130.75,27.96,293.17,customer,1,0,400
63,125.5,35.62,1434.58,customer,1,0,400
64,134.19,23.66,0,customer,1,0,400
65,115.11,45.61,1016.28,customer,1,0,400
66,122.37,17.62,790.1,customer,1,0,400
67,105.96,28.23,783.37,customer,1,0,400
68,127.86,5.11,1412.79,customer,1,0,400
69,199.81,342.17,627.75,customer,2,0,400
70,207.47,359.01,0,customer,2,0,400
71,203.3,317.09,763.22,customer,2,0,400
