ID,X,Y,Request.time,Types,Membership,lower,upper
1,81.09,58.43,0,depot,0,0,100
2,7.74,98.23,0,depot,0,0,100
3,18.61,76.64,187.92,customer,1,0,100
4,15.21,78.27,287.25,customer,1,0,100
5,18.41,81.04,0,customer,1,0,100
6,20.8,82.56,336.61,customer,1,0,100
7,13.88,68.92,0,customer,2,0,100
8,14.37,74.08,58.1,customer,2,0,100
9,13.92,72.81,0,customer,2,0,100
10,17.3,70.22,314.57,customer,2,0,100
11,97.89,20.31,0,customer,3,0,100
12,100,17.98,58.38,customer,3,0,100
13,94.64,20.71,0,customer,3,0,100
14,93.33,13.78,291.84,customer,3,0,100
15,69.54,35.96,262.76,customer,4,0,100
16,69.6,47.84,0,customer,4,0,100
17,74.23,35.83,335.41,customer,4,0,100
18,80.57,36.41,254.25,customer,4,0,100
19,56.9,46.15,156.09,customer,5,0,100
20,60.53,45.32,74.01,customer,5,0,100
21,52.79,36.15,0,customer,5,0,100
22,61.47,41.1,0,customer,5,0,100
23,34.78,28.08,177.2,customer,6,0,100
24,24.28,25.03,161.72,customer,6,0,100
25,38.14,28.48,360.73,customer,6,0,100
26,40.02,23.38,0,customer,6,0,100
27,45.71,76.12,263.69,customer,7,0,100
28,44.81,73.61,144.6,customer,7,0,100
29,41.3,74.67,232.83,customer,7,0,100
30,39.48,68.57,304.45,customer,7,0,100
31,43.41,69.36,7.15,customer,7,0,100
32,57.51,77.66,196.22,customer,7,0,100
33,50.6,73.35,25.4,customer,7,0,100
34,38.6,73.54,309.27,customer,7,0,100
35,51.97,81.29,210.28,customer,7,0,100
36,41.95,66.13,77.67,customer,7,0,100
37,44.33,74.45,247.39,customer,7,0,100
38,50.24,72.82,139.84,customer,7,0,100
39,73.7,61.63,65.88,customer,8,0,100
40,77.55,59.92,259.48,customer,8,0,100
41,80.2,56.33,44.96,customer,8,0,100
42,82.54,60.78,205.47,customer,8,0,100
43,3.32,96.84,0,customer,9,0,100
44,12.87,96.96,0,customer,9,0,100
45,0.64,92.65,285.65,customer,9,0,100
46,11.31,96.08,136.91,customer,9,0,100
47,67.22,14.98,4.91,customer,10,0,100
48,72.76,7.12,0,customer,10,0,100
49,64.49,8.2,3.82,customer,10,0,100
50,62.7,7.4,125.67,customer,10,0,100
