ID,X,Y,Request.time,Types,lower,upper
1,526.83,513.52,0,depot,0,1600
2,1348.8,1334.3,0,depot,0,1600
3,131.72,1082.63,0,customers,0,1600
4,309.18,1180.11,0,customers,0,1600
5,601.7,147.64,0,customers,0,1600
6,234.42,1088.16,1767.92,customers,0,1600
7,777.45,400.02,6276.23,customers,0,1600
8,128.38,1071.37,3977.71,customers,0,1600
9,1295.22,1281.81,2408.54,customers,0,1600
10,667.12,535.9,0,customers,0,1600
11,1155.76,749.42,0,customers,0,1600
12,112.6,1124.67,0,customers,0,1600
13,146.59,1027.76,0,customers,0,1600
14,657.08,387.07,0,customers,0,1600
15,1106.56,800.03,0,customers,0,1600
16,477.52,107.56,1796.27,customers,0,1600
17,1207.89,704.56,2601.44,customers,0,1600
18,1141.9,861.73,1214.44,customers,0,1600
19,775.52,79.59,0,customers,0,1600
20,653.24,382.16,0,customers,0,1600
21,657.01,610.49,2824.77,customers,0,1600
22,297.09,1133.81,4707.61,customers,0,1600
23,307.68,1157.55,0,customers,0,1600
24,490.08,102.79,5718.2,customers,0,1600
25,868.73,353.23,0,customers,0,1600
26,1187.93,1413.98,189.27,customers,0,1600
27,143.52,1227.94,0,customers,0,1600
28,1306.65,1424.16,1782.36,customers,0,1600
29,274.79,1095.51,4542.12,customers,0,1600
30,708.08,361.63,0,customers,0,1600
31,1278.61,1398.27,5621.15,customers,0,1600
32,277.64,1259.53,1032.5,customers,0,1600
33,414.53,148.2,0,customers,0,1600
34,587.73,110.12,5309.22,customers,0,1600
35,1105.01,861.5,0,customers,0,1600
36,1277.58,771.15,4038.39,customers,0,1600
37,1274.22,816.89,3647.6,customers,0,1600
38,171.64,1009.54,0,customers,0,1600
39,1198.64,1333.52,0,customers,0,1600
40,309.69,1179.22,0,customers,0,1600
41,636.08,443.36,0,customers,0,1600
42,281.29,1134.1,0,customers,0,1600
43,1118.84,816.35,0,customers,0,1600
44,513.42,98.94,0,customers,0,1600
45,572.73,66.53,1625.76,customers,0,1600
46,1267.07,727.32,0,customers,0,1600
47,832.06,409.28,0,customers,0,1600
48,613.68,496.93,4695.78,customers,0,1600
49,1207.2,866.71,882.13,customers,0,1600
50,283.69,1132.72,2814.92,customers,0,1600
51,697.64,412.64,1859.7,customers,0,1600
52,204.36,1218.75,562.81,customers,0,1600
53,184.86,999.75,1194.04,customers,0,1600
54,1238.57,715.66,527.19,customers,0,1600
55,439.85,218.86,0,customers,0,1600
56,1364.73,1287.78,0,customers,0,1600
57,270.31,1135.1,0,customers,0,1600
58,122.06,1040.38,0,customers,0,1600
59,1315.92,1388.27,0,customers,0,1600
60,634.92,496.01,4621.24,customers,0,1600
61,393.19,168.7,3098.84,customers,0,1600
62,1170.09,800.28,1788.38,customers,0,1600
63,406.56,248.51,0,customers,0,1600
64,664.52,408.53,0,customers,0,1600
65,237.17,1216.98,0,customers,0,1600
66,703.58,526.03,4526.62,customers,0,1600
67,673.1,63.74,0,customers,0,1600
68,163.7,1236.75,0,customers,0,1600
69,560.81,467.82,847.97,customers,0,1600
70,436.75,64.81,987.15,customers,0,1600
71,1330.91,1461.63,1075.53,customers,0,1600
72,761.61,477.16,0,customers,0,1600
73,1261.43,1435.92,0,customers,0,1600
74,568.34,149.46,458.32,customers,0,1600
75,669.06,584.85,0,customers,0,1600
76,284.64,1164,0,customers,0,1600
77,820.09,395.66,5153.14,customers,0,1600
78,1379.41,1288.63,4442.56,customers,0,1600
79,1125.97,859.8,0,customers,0,1600
80,647.24,62.21,5465.06,customers,0,1600
81,597.22,406.75,0,customers,0,1600
82,160.45,1020.31,1141.78,customers,0,1600
83,1234.02,1407.69,1868.74,customers,0,1600
84,208.37,1257.01,4232.89,customers,0,1600
85,833.25,398.29,5852.9,customers,0,1600
86,606.07,555.71,2885.77,customers,0,1600
