ID,X,Y,Request.time,Types,Membership,lower,upper
1,31.33,26.95,0,depot,0,0,400
2,340.77,333.94,0,depot,0,0,400
3,178.05,319.22,0,customer,1,0,400
4,172.68,311.46,1113.05,customer,1,0,400
5,176.73,312.04,933.59,customer,1,0,400
6,165.71,332.4,538.82,customer,1,0,400
7,191.68,313.07,0,customer,1,0,400
8,178.82,307.1,1093.53,customer,1,0,400
9,181.52,299.73,0,customer,1,0,400
10,183.5,293.83,433.93,customer,1,0,400
11,167.67,334.55,1275.06,customer,1,0,400
12,177.51,311.83,0,customer,1,0,400
13,177.11,309.15,0,customer,1,0,400
14,188.05,312.04,0,customer,1,0,400
15,185.65,333.22,0,customer,1,0,400
16,194.25,309.68,775.25,customer,1,0,400
17,177.85,322.68,543.66,customer,1,0,400
18,170.13,304.43,812.57,customer,1,0,400
19,181.6,328.81,480.69,customer,1,0,400
20,175.21,316.16,1266.44,customer,1,0,400
21,161.16,325.28,1038.78,customer,1,0,400
22,334.69,338.62,0,customer,2,0,400
23,330.48,327.22,786.54,customer,2,0,400
24,364.2,354.59,0,customer,2,0,400
25,332.53,341.95,0,customer,2,0,400
26,332.47,329.64,0,customer,2,0,400
27,350.07,332.48,0,customer,2,0,400
28,356.96,345.64,1245.71,customer,2,0,400
29,325,325.67,0,customer,2,0,400
30,331.03,342.34,0,customer,2,0,400
31,333.44,323.6,940.58,customer,2,0,400
32,337.85,325.1,888.34,customer,2,0,400
33,332.67,346.69,1249.6,customer,2,0,400
34,329.87,316,1034.83,customer,2,0,400
35,353.4,350.23,959.03,customer,2,0,400
36,354.66,328.66,996.22,customer,2,0,400
37,353.3,330.96,625.52,customer,2,0,400
38,344.09,322.71,0,customer,2,0,400
39,348.77,318.41,0,customer,2,0,400
40,328.34,318.87,0,customer,2,0,400
41,172.78,54.63,333.46,customer,3,0,400
42,163.84,85.96,1351.34,customer,3,0,400
43,174.9,98.18,0,customer,3,0,400
44,141.74,87.12,162.06,customer,3,0,400
45,141.69,74.51,0,customer,3,0,400
46,169.22,68.64,0,customer,3,0,400
47,159.55,96.28,463.26,customer,3,0,400
48,159.99,66.71,0,customer,3,0,400
49,164.85,65.71,0,customer,3,0,400
50,156.16,84.88,0,customer,3,0,400
51,148.38,91.63,861.84,customer,3,0,400
52,170.52,73.7,252.9,customer,3,0,400
53,166.75,90.6,0,customer,3,0,400
54,141.9,82.43,250.95,customer,3,0,400
55,142.12,70.1,541.24,customer,3,0,400
56,175.55,83.24,369.05,customer,3,0,400
57,178.82,82.3,0,customer,3,0,400
58,169.14,45.8,203.6,customer,3,0,400
59,141.94,78.37,1066.21,customer,3,0,400
60,59.14,270.58,1162.35,customer,4,0,400
61,74.28,278.13,80.7,customer,4,0,400
62,80.43,282.72,541.34,customer,4,0,400
63,73.94,274.64,0,customer,4,0,400
64,68.33,279.81,11.17,customer,4,0,400
65,68.75,280.65,0,customer,4,0,400
66,105.32,273.43,0,customer,4,0,400
67,85.63,285.08,0,customer,4,0,400
68,84.83,286.07,0,customer,4,0,400
69,71.16,256.49,0,customer,4,0,400
70,85.34,272.52,0,customer,4,0,400
71,76.02,275.5,0,customer,4,0,400
72,70.08,263.08,0,customer,4,0,400
73,90.52,284.55,987.8,customer,4,0,400
74,78.22,285.82,0,customer,4,0,400
75,86.7,276.2,0,customer,4,0,400
76,63.46,284.55,0,customer,4,0,400
77,95.71,275.71,1263.73,customer,4,0,400
78,79.24,275.09,1052.54,customer,4,0,400
79,296.66,128.82,650.75,customer,5,0,400
80,287.8,154.72,0,customer,5,0,400
81,294.86,139.68,1102.93,customer,5,0,400
82,302.31,154.99,0,customer,5,0,400
83,287.55,143.26,234.28,customer,5,0,400
84,289.75,145.36,0,customer,5,0,400
85,310.62,154.86,0,customer,5,0,400
86,298.24,141.46,0,customer,5,0,400
87,290.16,123.17,0,customer,5,0,400
88,285.41,144.57,0,customer,5,0,400
89,281.38,147.16,0,customer,5,0,400
90,300.55,134.82,0,customer,5,0,400
91,298.07,148.75,25.57,customer,5,0,400
92,284.26,123.4,0,customer,5,0,400
93,302.45,154.58,1255.04,customer,5,0,400
94,315.78,147.14,835.46,customer,5,0,400
95,280.58,131.78,0,customer,5,0,400
96,291.08,150.73,0,customer,5,0,400
97,298.88,140.81,0,customer,5,0,400
