ID,X,Y,Request.time,Types,Membership,lower,upper
1,121.5,23.8,0,depot,0,0,400
2,219.32,339.5,0,depot,0,0,400
3,127.07,16.38,0,customer,1,0,400
4,155.05,16.42,1202.12,customer,1,0,400
5,69.99,32.01,0,customer,1,0,400
6,100.86,37.31,66.45,customer,1,0,400
7,96.11,19.55,0,customer,1,0,400
8,127.91,20.56,0,customer,1,0,400
9,89.53,0.36,0,customer,1,0,400
10,107.54,50.47,0,customer,1,0,400
11,119.42,44.74,0,customer,1,0,400
12,124.45,15.69,0,customer,1,0,400
13,140.02,4.97,622,customer,1,0,400
14,145.82,38.84,0,customer,1,0,400
15,127,33.24,0,customer,1,0,400
16,124.84,16.46,453.05,customer,1,0,400
17,115.86,13.88,0,customer,1,0,400
18,141.84,33.64,0,customer,1,0,400
19,119.72,5.1,0,customer,1,0,400
20,126.75,7.27,0,customer,1,0,400
21,107.52,57.28,0,customer,1,0,400
22,98.58,9.3,0,customer,1,0,400
23,111.96,14.02,0,customer,1,0,400
24,103.02,20.72,0,customer,1,0,400
25,104.46,45.84,0,customer,1,0,400
26,123.53,37.89,0,customer,1,0,400
27,98.42,23.56,0,customer,1,0,400
28,130.46,25.41,0,customer,1,0,400
29,121.79,6.82,885.14,customer,1,0,400
30,111.18,17.15,68.85,customer,1,0,400
31,108.33,36.34,0,customer,1,0,400
32,150.39,45.39,0,customer,1,0,400
33,128.44,21.86,0,customer,1,0,400
34,130.96,10.85,0,customer,1,0,400
35,125.85,26.53,0,customer,1,0,400
36,83,54.94,0,customer,1,0,400
37,99.64,0,0,customer,1,0,400
38,121.5,25.56,0,customer,1,0,400
39,121.37,26.11,0,customer,1,0,400
40,102.04,33.53,0,customer,1,0,400
41,144.17,10.03,1041.13,customer,1,0,400
42,126.52,19.35,85.51,customer,1,0,400
43,120.5,39.82,454.32,customer,1,0,400
44,126.06,55.52,0,customer,1,0,400
45,116.04,48.13,0,customer,1,0,400
46,114.02,20,0,customer,1,0,400
47,116.13,28.53,0,customer,1,0,400
48,129.16,26.18,0,customer,1,0,400
49,131.34,10.96,959.95,customer,1,0,400
50,117.58,34.51,0,customer,1,0,400
51,138.55,29.36,0,customer,1,0,400
52,133.15,37.59,0,customer,1,0,400
53,131.51,20.13,0,customer,1,0,400
54,118.8,34.01,0,customer,1,0,400
55,114.02,21.63,0,customer,1,0,400
56,119.99,0,0,customer,1,0,400
57,126.99,33.16,299.7,customer,1,0,400
58,120.5,53.26,736.29,customer,1,0,400
59,118.61,33.3,0,customer,1,0,400
60,130.25,36.68,0,customer,1,0,400
61,128.36,20.66,814.3,customer,1,0,400
62,130.75,27.96,0,customer,1,0,400
63,125.5,35.62,577.85,customer,1,0,400
64,134.19,23.66,0,customer,1,0,400
65,115.11,45.61,0,customer,1,0,400
66,122.37,17.62,0,customer,1,0,400
67,105.96,28.23,0,customer,1,0,400
68,127.86,5.11,0,customer,1,0,400
69,199.81,342.17,0,customer,2,0,400
70,207.47,359.01,647.96,customer,2,0,400
71,203.3,317.09,0,customer,2,0,400
72,218.31,346.27,0,customer,2,0,400
73,221.59,337.75,0,customer,2,0,400
74,224.8,328.39,230.67,customer,2,0,400
75,222.6,327.44,0,customer,2,0,400
76,207.68,341.05,0,customer,2,0,400
