ID,X,Y,Request.time,Types,lower,upper
1,117.29,753.45,0,depot,0,1600
2,1360.28,1254.37,0,depot,0,1600
3,33.27,975.37,0,customer,0,1600
4,608.72,1309.27,0,customer,0,1600
5,675.76,188.63,0,customer,0,1600
6,306.28,1061.37,0,customer,0,1600
7,1128.53,322.57,0,customer,0,1600
8,21.63,938.98,0,customer,0,1600
9,1169.92,1112.11,0,customer,0,1600
10,692.36,845.26,0,customer,0,1600
11,1169.98,591.23,4167.33,customer,0,1600
12,22.31,1117.56,0,customer,0,1600
13,72.5,757.93,0,customer,0,1600
14,669.46,369.29,0,customer,0,1600
15,1030.14,726.62,0,customer,0,1600
16,351.67,126.71,0,customer,0,1600
17,1333.51,412.29,0,customer,0,1600
18,1111.63,886.53,0,customer,0,1600
19,1438.6,34.82,5285.63,customer,0,1600
20,662.78,337.76,0,customer,0,1600
21,657.61,1018.23,0,customer,0,1600
22,400.02,1147.16,0,customer,0,1600
23,598.03,1242.98,2881.58,customer,0,1600
24,371.03,117.13,0,customer,0,1600
25,1490.57,158,0,customer,0,1600
26,762.15,1514.23,0,customer,0,1600
27,76.26,1489.41,2420.25,customer,0,1600
28,1237.65,1474.32,0,customer,0,1600
29,529.79,1039.9,939.21,customer,0,1600
30,884.6,250.16,1404.01,customer,0,1600
31,1082.13,1456.23,241.3,customer,0,1600
32,443.73,1475.3,4775.25,customer,0,1600
33,84.57,270.78,0,customer,0,1600
34,681.21,117.39,0,customer,0,1600
35,976.19,905.97,409.65,customer,0,1600
36,1561.67,584.65,0,customer,0,1600
37,1551.68,736.27,0,customer,0,1600
38,141.58,743.58,5704.18,customer,0,1600
39,797.41,1246.25,0,customer,0,1600
40,633.1,1317.87,27.64,customer,0,1600
41,624.53,451.77,0,customer,0,1600
42,509.6,1167.97,0,customer,0,1600
43,1092.12,793.55,1670.11,customer,0,1600
44,455.38,106.03,191.39,customer,0,1600
45,624.15,60.24,0,customer,0,1600
46,1584.27,380.14,0,customer,0,1600
47,1267.21,349.43,0,customer,0,1600
48,499.85,675.82,0,customer,0,1600
49,1307.39,879.6,5311.48,customer,0,1600
50,353.46,1141.98,0,customer,0,1600
51,801.72,383.99,0,customer,0,1600
52,267.16,1433.09,0,customer,0,1600
53,191.45,772.2,0,customer,0,1600
54,1436.18,420.56,2884.29,customer,0,1600
55,149.94,511.87,0,customer,0,1600
56,1384.09,1062.88,0,customer,0,1600
57,442.55,1164.88,0,customer,0,1600
58,43.65,914.3,0,customer,0,1600
59,1259.82,1405.91,2658.22,customer,0,1600
60,573.86,654.73,0,customer,0,1600
61,40.16,328.63,2253.32,customer,0,1600
62,1193.75,753.31,0,customer,0,1600
63,47.4,607.05,0,customer,0,1600
64,694.18,396.1,789.19,customer,0,1600
65,410.6,1480.05,0,customer,0,1600
66,796.82,745.88,0,customer,0,1600
67,1045.37,22.31,0,customer,0,1600
68,133.85,1509.16,0,customer,0,1600
69,288.76,599.27,2946.15,customer,0,1600
70,167.14,12.87,0,customer,0,1600
71,1299.83,1568.84,3993.66,customer,0,1600
72,1004,604.06,0,customer,0,1600
73,1008.92,1577.39,0,customer,0,1600
74,625.42,223.39,0,customer,0,1600
75,691.61,899.55,2029.05,customer,0,1600
76,557.81,1270.98,0,customer,0,1600
77,1269.69,310.24,0,customer,0,1600
78,1419.1,1137.12,0,customer,0,1600
79,1041.8,905.13,0,customer,0,1600
80,948.58,16.19,0,customer,0,1600
81,524.52,411.12,0,customer,0,1600
82,121.1,753.57,0,customer,0,1600
83,946.22,1482.98,0,customer,0,1600
84,285.34,1592.47,5176.28,customer,0,1600
85,1186.16,335.97,0,customer,0,1600
86,470.2,872.3,302.63,customer,0,1600
87,1022.7,1032.63,0,customer,0,1600
88,199.72,1441.77,0,customer,0,1600
89,408.43,1171.71,0,customer,0,1600
90,1312.92,975.54,4094.21,customer,0,1600
91,1286.05,359,5163.72,customer,0,1600
92,73.34,1465.87,0,customer,0,1600
93,1400.85,1284.42,2434.83,customer,0,1600
94,204.81,499.85,0,customer,0,1600
95,974.13,363.6,0,customer,0,1600
96,751.31,1052.15,0,customer,0,1600
97,891.67,1177.17,0,customer,0,1600
98,1168.63,744.15,0,customer,0,1600
99,751.77,1381.77,0,customer,0,1600
100,1581.78,1080,0,customer,0,1600
101,1575.47,258.35,0,customer,0,1600
102,629.26,19.34,0,customer,0,1600
103,974.16,1385.71,0,customer,0,1600
104,552.77,161.14,0,customer,0,1600
105,699.38,499.57,0,customer,0,1600
106,366.61,695.19,0,customer,0,1600
107,9.72,985.21,0,customer,0,1600
108,38.2,542.76,1796.53,customer,0,1600
109,94.01,927.96,0,customer,0,1600
110,1223.32,1327.48,0,customer,0,1600
111,750.47,535.39,0,customer,0,1600
112,1361.33,611.23,0,customer,0,1600
113,930.75,969.1,0,customer,0,1600
114,299.02,793.18,0,customer,0,1600
115,974.5,174.83,0,customer,0,1600
116,1429.35,1353.49,0,customer,0,1600
117,1270.91,713.37,2626.31,customer,0,1600
118,806.55,1200.6,0,customer,0,1600
119,676.85,1272.86,0,customer,0,1600
120,1047.01,625.12,0,customer,0,1600
121,1420.38,23.76,0,customer,0,1600
122,1427.23,1189.46,2713.08,customer,0,1600
123,285.42,109.42,0,customer,0,1600
124,412,851.23,594.59,customer,0,1600
125,181.5,196.21,0,customer,0,1600
126,1275.45,1081.23,0,customer,0,1600
127,175.26,89.63,0,customer,0,1600
128,1326.51,1276.82,0,customer,0,1600
129,1233.67,1060.17,0,customer,0,1600
130,1509.9,390.79,1115.81,customer,0,1600
131,747.13,256.6,0,customer,0,1600
132,1503.77,92.8,0,customer,0,1600
133,1256.29,24.34,331.48,customer,0,1600
134,1399.37,1333.37,0,customer,0,1600
135,631.14,419,0,customer,0,1600
136,159.52,88.66,0,customer,0,1600
137,443.14,556.85,0,customer,0,1600
138,1155.56,928.35,0,customer,0,1600
139,570.09,1286.75,0,customer,0,1600
140,612.34,544.43,0,customer,0,1600
141,51.15,215.76,2207.77,customer,0,1600
142,834.31,1237.78,0,customer,0,1600
143,193.72,1403.58,0,customer,0,1600
144,1416.29,1580.75,2550.2,customer,0,1600
145,119.43,1047.71,0,customer,0,1600
146,1254.76,406.44,0,customer,0,1600
147,1366.61,1026.33,4767.64,customer,0,1600
148,59.49,720.98,0,customer,0,1600
149,440.23,315.14,0,customer,0,1600
150,1027.31,969.9,0,customer,0,1600
151,1256.13,1559.41,0,customer,0,1600
152,640.1,318.68,0,customer,0,1600
153,1496.48,695.61,0,customer,0,1600
154,624.83,543.26,0,customer,0,1600
155,678.33,54.41,73.47,customer,0,1600
156,458.27,158.72,0,customer,0,1600
157,978.8,670.77,0,customer,0,1600
158,894.1,75.74,1133.6,customer,0,1600
159,63.95,42.45,3646.82,customer,0,1600
160,1192.45,277.62,0,customer,0,1600
161,330.38,604.94,0,customer,0,1600
162,1050.39,941.32,0,customer,0,1600
163,835.86,538.29,371.55,customer,0,1600
164,1013.5,791.28,0,customer,0,1600
165,988.1,1203.72,0,customer,0,1600
166,455.83,270.5,6140.08,customer,0,1600
167,358.09,1349.81,0,customer,0,1600
168,862.43,512.48,0,customer,0,1600
169,1594.2,374.22,156.06,customer,0,1600
170,526.27,495.99,0,customer,0,1600
171,517.34,1263.86,0,customer,0,1600
172,56.52,407.21,0,customer,0,1600
173,840.98,1476.52,0,customer,0,1600
174,954.89,237.37,0,customer,0,1600
175,1187.34,346.36,666.87,customer,0,1600
176,1524.54,1001.75,0,customer,0,1600
177,783.39,411.31,2324.97,customer,0,1600
178,133.26,1131.48,4652.3,customer,0,1600
179,415.88,1187.85,0,customer,0,1600
180,1399.75,419.77,0,customer,0,1600
181,1363.29,916.19,0,customer,0,1600
182,1348.65,1465.04,4644.61,customer,0,1600
183,1515.05,1133.47,6007.89,customer,0,1600
184,1044.29,1350.97,0,customer,0,1600
185,781.05,1471.91,0,customer,0,1600
186,300.41,471.42,1895.38,customer,0,1600
187,1140.85,1041.04,0,customer,0,1600
188,136.11,226.83,1799.14,customer,0,1600
189,737.92,1365.65,5876.38,customer,0,1600
190,1497.45,1065.61,0,customer,0,1600
191,1352.47,1173.32,0,customer,0,1600
192,1145.9,503.58,0,customer,0,1600
193,198.09,1068.35,0,customer,0,1600
194,951.72,742.22,0,customer,0,1600
195,1583.76,1040.45,0,customer,0,1600
196,984.65,1257.24,1735.02,customer,0,1600
197,436.92,1442.73,0,customer,0,1600
198,101.93,843.85,0,customer,0,1600
199,115.69,252.97,0,customer,0,1600
200,1397.62,431.39,0,customer,0,1600
201,580.52,215.26,0,customer,0,1600
202,1513,380.09,0,customer,0,1600
203,893.31,1156.89,0,customer,0,1600
204,820.26,1003.4,0,customer,0,1600
205,1516.43,723.78,0,customer,0,1600
206,175.68,1014.89,0,customer,0,1600
207,1310.25,847.2,0,customer,0,1600
208,603.75,528.17,0,customer,0,1600
209,890.63,1233.18,0,customer,0,1600
210,502.19,1015.98,0,customer,0,1600
211,131.75,1238.98,0,customer,0,1600
212,1247.9,286.16,0,customer,0,1600
213,309.18,634.24,0,customer,0,1600
214,1048.94,1540.35,0,customer,0,1600
215,696.24,603.7,0,customer,0,1600
216,315.44,124.09,0,customer,0,1600
217,1591.46,846.94,0,customer,0,1600
218,714.79,1519.56,0,customer,0,1600
219,50.28,1369.78,0,customer,0,1600
220,1499.23,879.1,0,customer,0,1600
221,1393.57,1063.93,256.81,customer,0,1600
222,961.99,800.72,0,customer,0,1600
223,478.42,1478.52,1589.99,customer,0,1600
224,1294.95,147.08,0,customer,0,1600
225,1523.43,795.13,0,customer,0,1600
226,1363.29,1251.56,2297.45,customer,0,1600
227,203.7,1391.75,5842.43,customer,0,1600
228,1550.21,1442.48,3662.84,customer,0,1600
229,891.36,1298.21,3439.88,customer,0,1600
230,8.58,245.97,0,customer,0,1600
231,217.22,1167.61,0,customer,0,1600
232,9.36,1215.2,0,customer,0,1600
233,1307,1057.31,0,customer,0,1600
234,1251.46,1452.86,1381,customer,0,1600
235,1489.71,623.65,0,customer,0,1600
236,589.9,1531.17,0,customer,0,1600
237,1559.13,730.54,0,customer,0,1600
238,1317.99,312.01,0,customer,0,1600
239,1259.92,945.15,0,customer,0,1600
240,996.52,248.64,0,customer,0,1600
241,1547.77,831.19,0,customer,0,1600
242,799.87,660.54,0,customer,0,1600
243,1429.91,1323.55,0,customer,0,1600
244,641.67,900.95,0,customer,0,1600
245,716.07,730.36,0,customer,0,1600
246,1497.25,307.76,0,customer,0,1600
247,1093.33,755.11,0,customer,0,1600
248,29.06,372,5684.97,customer,0,1600
249,264.84,502.53,0,customer,0,1600
250,793.34,1386.96,0,customer,0,1600
251,682.46,711.98,0,customer,0,1600
252,1587.28,694.29,0,customer,0,1600
253,1422.32,756.14,0,customer,0,1600
254,553.21,1333.44,0,customer,0,1600
255,1129.35,16.55,0,customer,0,1600
256,1453.96,494.61,0,customer,0,1600
257,1082.07,137.84,0,customer,0,1600
258,1022.56,1316.81,0,customer,0,1600
259,239.37,753.77,0,customer,0,1600
260,961.8,851.74,0,customer,0,1600
261,436.4,632.63,0,customer,0,1600
262,732.57,727.1,0,customer,0,1600
263,355.6,183.84,0,customer,0,1600
264,407.87,49.75,2688.29,customer,0,1600
265,1045.9,37.14,0,customer,0,1600
266,755.19,124.03,0,customer,0,1600
267,257.54,578.45,0,customer,0,1600
268,435.33,1218.25,0,customer,0,1600
269,1140.73,1189.25,0,customer,0,1600
