ID,X,Y,Request.time,Types,lower,upper
1,243.52,39.56,0,depot,0,400
2,110.2,330.31,0,depot,0,400
3,213.52,286.43,0,customers,0,400
4,217.17,279.61,1428.99,customers,0,400
5,205.88,337.23,0,customers,0,400
6,234.08,56.13,0,customers,0,400
7,298.01,190.07,1136.51,customers,0,400
8,45.73,75.01,723.29,customers,0,400
9,130.63,341.56,0,customers,0,400
10,319.93,166.74,1432.72,customers,0,400
11,325.89,227.24,0,customers,0,400
12,82.47,79.9,0,customers,0,400
13,91.05,124.82,0,customers,0,400
14,330.3,228.72,0,customers,0,400
15,285.53,12.47,1383.91,customers,0,400
16,116.22,333.16,0,customers,0,400
17,62.24,109.35,492.16,customers,0,400
18,312.12,177.86,287.61,customers,0,400
19,56.92,101.54,0,customers,0,400
20,46.14,73.07,616.38,customers,0,400
21,360.02,203.53,366.78,customers,0,400
22,82.47,319.07,1082.35,customers,0,400
23,130.41,358.86,0,customers,0,400
24,288.57,5.14,457.28,customers,0,400
25,231.26,345.66,961.99,customers,0,400
26,84.92,107.39,0,customers,0,400
27,246.24,337.27,0,customers,0,400
28,327.53,228.15,0,customers,0,400
29,87.9,130.51,0,customers,0,400
30,205.84,324.29,284,customers,0,400
31,262.3,12.09,0,customers,0,400
32,240.11,308.62,347.56,customers,0,400
33,260.81,74.09,357.58,customers,0,400
34,351.29,245.45,405.28,customers,0,400
35,204.34,282.57,0,customers,0,400
36,55.8,99.13,1075.88,customers,0,400
37,218.95,313.62,1360.61,customers,0,400
38,73.86,76.31,0,customers,0,400
39,200.38,328.88,1013.79,customers,0,400
40,113.73,98.17,1354.49,customers,0,400
41,356.91,236.7,378.01,customers,0,400
42,207.5,337.8,700.54,customers,0,400
43,74.25,75.5,0,customers,0,400
44,242.21,337.64,649.09,customers,0,400
45,91.94,333.34,0,customers,0,400
46,356.36,174,0,customers,0,400
47,239.14,55.78,51.78,customers,0,400
48,63.4,84.67,0,customers,0,400
49,290.88,209.2,472.59,customers,0,400
50,342.9,236.37,1078.51,customers,0,400
51,302.96,197.94,1044.41,customers,0,400
52,203.09,287.83,1411.59,customers,0,400
53,188.85,296.54,397.9,customers,0,400
54,330.07,202.97,0,customers,0,400
55,65.34,132.26,0,customers,0,400
56,69.95,49.28,1159.13,customers,0,400
57,284.89,9.64,0,customers,0,400
58,124.5,362.61,0,customers,0,400
59,186.06,311.63,733.05,customers,0,400
60,287.25,51.83,0,customers,0,400
61,97.32,309.43,429.55,customers,0,400
62,39.87,157.71,1337.68,customers,0,400
63,226.82,51.03,0,customers,0,400
64,205.51,318.47,0,customers,0,400
65,205.93,280.87,0,customers,0,400
66,129.23,352.29,0,customers,0,400
