ID,X,Y,Request.time,Types,lower,upper
1,237.17,85.79,0,depot,0,400
2,126.15,304.17,0,depot,0,400
3,180.98,214.42,0,customer,0,400
4,196.92,201.58,404.3,customer,0,400
5,155.83,378.01,1363.72,customer,0,400
6,185.87,136.53,957.69,customer,0,400
7,285.31,185.89,0,customer,0,400
8,22.12,33.01,332.97,customer,0,400
9,141.91,344.04,1285.38,customer,0,400
10,321.12,158.26,99.31,customer,0,400
11,334.28,294.36,889.92,customer,0,400
12,95.1,68.7,95.33,customer,0,400
13,141.59,181.9,0,customer,0,400
14,342.75,308.08,1269.28,customer,0,400
15,341.51,25.06,1272.73,customer,0,400
16,118.36,326.03,884.92,customer,0,400
17,58.82,120.46,0,customer,0,400
18,281.6,145.87,724.35,customer,0,400
19,41.52,124.85,900.71,customer,0,400
20,13.49,14.95,652.33,customer,0,400
21,399.76,207.52,0,customer,0,400
22,13.95,271.61,439.23,customer,0,400
23,135.36,361.29,479.16,customer,0,400
24,366.03,10.21,0,customer,0,400
25,246.89,395.63,0,customer,0,400
26,114.51,121.16,411.65,customer,0,400
27,295.12,375.66,0,customer,0,400
28,333.62,275.04,647.51,customer,0,400
29,125.71,178.81,617.75,customer,0,400
30,197.03,326.59,0,customer,0,400
31,278.95,15.8,207.7,customer,0,400
32,256.58,295.61,976.7,customer,0,400
33,257.57,139.49,0,customer,0,400
34,391.14,331.7,658.41,customer,0,400
35,165.89,214.22,175.31,customer,0,400
36,47.76,109.82,12.55,customer,0,400
37,210.41,320.38,1117.62,customer,0,400
38,90.03,36.66,38.54,customer,0,400
39,194.56,332.84,0,customer,0,400
40,148.09,110.74,1267.16,customer,0,400
41,393.34,301.24,722.34,customer,0,400
42,155.33,385.66,0,customer,0,400
43,91.7,32.59,865.88,customer,0,400
44,249.32,341.75,852.05,customer,0,400
45,54.62,320.9,1098.6,customer,0,400
46,386.99,154.07,1330.89,customer,0,400
47,206.03,131.04,0,customer,0,400
48,65.23,81.98,680.64,customer,0,400
49,248.76,227.75,595.78,customer,0,400
50,394.38,355.22,0,customer,0,400
51,267.51,211.89,1205.86,customer,0,400
52,167.57,234.78,1124.46,customer,0,400
53,129.34,266.29,670.93,customer,0,400
54,334.1,211.96,0,customer,0,400
55,57.53,203.94,0,customer,0,400
56,77.13,6.46,0,customer,0,400
57,358.7,19.08,1222.35,customer,0,400
