ID,X,Y,Request.time,Types,lower,upper
1,738.65,162.91,0,depot,0,800
2,180.29,474.78,0,depot,0,800
3,408.91,43.37,2078.26,customers,0,800
4,578.98,649.73,0,customers,0,800
5,348.24,339.57,0,customers,0,800
6,283.32,283.56,103.28,customers,0,800
7,9.41,179.47,0,customers,0,800
8,7.02,151.94,2641.44,customers,0,800
9,790.68,344.51,0,customers,0,800
10,143.54,730.24,1623.49,customers,0,800
11,313.09,207.6,1668.94,customers,0,800
12,573.54,480.02,200.76,customers,0,800
13,631.25,218.68,391.83,customers,0,800
14,709.19,205.69,1212.06,customers,0,800
15,501.52,581.08,969.69,customers,0,800
16,635.24,281.71,0,customers,0,800
17,693.12,168.96,360.54,customers,0,800
18,382.03,34.82,2413.78,customers,0,800
19,615.94,709.12,1293.42,customers,0,800
20,21.01,345.76,1290.12,customers,0,800
21,260.39,71.92,1224.49,customers,0,800
22,708.71,441.5,661.24,customers,0,800
23,526.45,465.25,0,customers,0,800
24,697.57,642.42,0,customers,0,800
25,186.21,582.61,1662.07,customers,0,800
26,242.67,397.79,1960.53,customers,0,800
27,624.9,581.43,532.44,customers,0,800
28,782.82,555.94,617.68,customers,0,800
29,246.96,281.81,119.45,customers,0,800
30,2.37,175.81,365.79,customers,0,800
31,786.66,417.53,0,customers,0,800
32,101.84,164.6,0,customers,0,800
33,102.51,663.69,2654.19,customers,0,800
34,423.73,296.87,2116.25,customers,0,800
35,210.97,46.2,725.17,customers,0,800
36,404.82,739.06,1042.97,customers,0,800
37,661.1,224.13,0,customers,0,800
38,50.24,249.38,2251.54,customers,0,800
39,556.57,517.55,0,customers,0,800
40,755.1,481.57,2705.54,customers,0,800
41,218.24,245.58,596.57,customers,0,800
42,161.5,85.82,0,customers,0,800
43,170.5,717.1,0,customers,0,800
44,51.83,366.76,737.98,customers,0,800
45,468.84,600.38,0,customers,0,800
46,382.23,719.46,2723.04,customers,0,800
47,353.32,371.13,2121.75,customers,0,800
48,717.03,313.7,364.65,customers,0,800
49,29.42,39.75,1804.33,customers,0,800
50,207.49,677.37,1074.12,customers,0,800
51,363.32,357.05,2545.81,customers,0,800
52,190.91,165.91,2889.05,customers,0,800
53,398.45,273.15,674.53,customers,0,800
54,345.92,170.11,2005.62,customers,0,800
55,396.69,325.5,2291.86,customers,0,800
56,97.74,148.05,2361.51,customers,0,800
57,101.54,76.63,1712.49,customers,0,800
58,259.93,43.48,883.13,customers,0,800
59,549.85,562.9,572.32,customers,0,800
60,451.24,220.41,1316.48,customers,0,800
61,739.26,179.28,1400.67,customers,0,800
62,629.29,737.23,0,customers,0,800
63,586.11,343.84,0,customers,0,800
64,662.56,333.47,1298.28,customers,0,800
