ID,X,Y,Request.time,Types,Membership,lower,upper
1,1474.62,665.46,0,depot,0,0,1600
2,745.32,1178.18,0,depot,0,0,1600
3,749.71,1156.95,0,customer,1,0,1600
4,778.33,1151.73,788.13,customer,1,0,1600
5,766.07,1190.2,4542.77,customer,1,0,1600
6,777.46,1160.37,0,customer,1,0,1600
7,727.98,1187.2,2065.24,customer,1,0,1600
8,754.45,1219.2,3357.3,customer,1,0,1600
9,759.82,1182.5,3617.36,customer,1,0,1600
10,770.48,1161.95,3738.87,customer,1,0,1600
11,777.96,1147.65,0,customer,1,0,1600
12,755.42,1127.21,0,customer,1,0,1600
13,752.68,1131.36,0,customer,1,0,1600
14,738.41,1125.7,1745.14,customer,1,0,1600
15,726.23,1155,4380.61,customer,1,0,1600
16,761.89,1160.8,0,customer,1,0,1600
17,722.37,1214.65,0,customer,1,0,1600
18,795.16,1210.83,548.28,customer,1,0,1600
19,700.8,1216.3,354.03,customer,1,0,1600
20,708.64,1176.03,4265.15,customer,1,0,1600
21,767.25,1171.79,0,customer,1,0,1600
22,740.83,1181.92,6197.95,customer,1,0,1600
23,758.1,1190.46,0,customer,1,0,1600
24,693.78,1172.93,5202.55,customer,1,0,1600
25,753.89,1195.82,5266.34,customer,1,0,1600
26,735.85,1157.2,5682.34,customer,1,0,1600
27,704.49,1156.42,2087.28,customer,1,0,1600
28,741.69,1159.21,4174.63,customer,1,0,1600
29,763.08,1189.15,0,customer,1,0,1600
30,697.29,1187.65,1965.12,customer,1,0,1600
31,761.5,1170.38,4312.55,customer,1,0,1600
32,744.53,1165.27,4595.94,customer,1,0,1600
33,736.56,1148.11,0,customer,1,0,1600
34,758.02,1141.61,0,customer,1,0,1600
35,727.69,1150.9,3777.12,customer,1,0,1600
36,719.32,1167.17,4248.11,customer,1,0,1600
37,730.83,1157.28,0,customer,1,0,1600
38,737.76,1130.86,1665.71,customer,1,0,1600
39,748.64,1197.04,3309.28,customer,1,0,1600
40,707.01,1135.99,3929.32,customer,1,0,1600
41,811.97,1185.33,0,customer,1,0,1600
42,746.91,1172.25,660.79,customer,1,0,1600
43,760.03,1179.29,6157.63,customer,1,0,1600
44,729.02,1165.26,5142.83,customer,1,0,1600
45,735.04,1168.63,650.36,customer,1,0,1600
46,722.88,1210.25,2368.72,customer,1,0,1600
47,748.12,1155.1,197.33,customer,1,0,1600
48,762.98,1188.63,0,customer,1,0,1600
49,741.22,1190.15,3741.64,customer,1,0,1600
50,718.26,1172.24,0,customer,1,0,1600
51,715.49,1142.83,5566.54,customer,1,0,1600
52,735.43,1183.19,43.07,customer,1,0,1600
53,718.06,1172.95,0,customer,1,0,1600
54,690.67,1164.84,5785.5,customer,1,0,1600
55,780.28,1143.8,0,customer,1,0,1600
56,709.7,1171.61,5310.5,customer,1,0,1600
57,761.29,1215.09,0,customer,1,0,1600
58,824.56,1202.09,61.84,customer,1,0,1600
59,765.37,1238.73,4707.19,customer,1,0,1600
60,736.34,1171.81,0,customer,1,0,1600
61,752.89,1135.78,0,customer,1,0,1600
