ID,X,Y,Request.time,Types,Membership,lower,upper
1,42.34,61.53,0,depot,0,0,100
2,97.55,25.38,0,depot,0,0,100
3,27.28,82.38,0,customer,1,0,100
4,33.44,87.47,0,customer,1,0,100
5,21.91,86.21,0,customer,1,0,100
6,32.29,83.3,0,customer,1,0,100
7,26.63,82.84,209.83,customer,1,0,100
8,33.23,85.31,56.63,customer,1,0,100
9,40.36,74.2,0,customer,1,0,100
10,26.18,89.4,226.81,customer,1,0,100
11,25.05,95.63,112.51,customer,1,0,100
12,69,0,0,customer,2,0,100
13,66.47,3.98,205.01,customer,2,0,100
14,69.69,6.27,0,customer,2,0,100
15,77.85,1.26,230.87,customer,2,0,100
16,66.34,5.25,0,customer,2,0,100
17,62.26,6.54,133.77,customer,2,0,100
18,70.73,0,364.98,customer,2,0,100
19,61.7,4.9,379.43,customer,2,0,100
20,65.05,9.57,235.29,customer,2,0,100
21,65.73,4.85,321.43,customer,2,0,100
22,71.68,0.76,286.12,customer,2,0,100
23,74.5,7.12,0.28,customer,2,0,100
24,54.29,59.85,295.81,customer,3,0,100
25,31.89,67.74,0,customer,3,0,100
26,42.39,70.04,0,customer,3,0,100
27,37.21,75.52,0,customer,3,0,100
28,49.84,60.45,0,customer,3,0,100
29,48.25,61.11,206.54,customer,3,0,100
30,52.87,58.37,0,customer,3,0,100
31,43.24,56.06,242.78,customer,3,0,100
32,41.86,56.74,0,customer,3,0,100
33,19.04,43.95,0,customer,4,0,100
34,4.77,52.8,0,customer,4,0,100
35,0,52.37,224.95,customer,4,0,100
36,4.07,47.09,34.58,customer,4,0,100
37,0.24,49.72,260.76,customer,4,0,100
38,14.33,48.05,364.72,customer,4,0,100
39,4.36,49.54,342.24,customer,4,0,100
40,7.01,47.05,0,customer,4,0,100
41,5.76,60.81,169.57,customer,4,0,100
42,87.15,29.11,0,customer,5,0,100
43,100,20.39,0,customer,5,0,100
44,87.48,18.18,0,customer,5,0,100
45,98.22,33.74,0,customer,5,0,100
46,100,26.35,308.84,customer,5,0,100
47,91.58,20.93,0,customer,5,0,100
48,97.95,25.78,0.3,customer,5,0,100
49,96.64,14.48,0,customer,5,0,100
50,99.04,24,0,customer,5,0,100
