NAME: vrp_n400_gm_dyn75_r4.csv
COMMENT: MGBW+ instance set
DIMENSION: 2
N_NODES: 398
N_CLUSTERS: 1
N_DEPOTS: 2
LOWER: 0
UPPER: 800
DATA_SECTION
x1,x2,types,arrival.time
737.77,89.11,depot,0
168.07,567.99,depot,0
527.7,57.83,node,2228.73
583.49,661.07,node,476.09
389.46,383.64,node,2438.79
307.57,312.98,node,2419.61
5.47,239.3,node,0
2.95,195.45,node,2167.65
795.95,337.45,node,514.34
86.31,750.22,node,550.85
334.94,211.59,node,809.33
574.31,454.86,node,124.31
594.03,161.75,node,2657.44
697.6,154.24,node,1772.7
486.29,574.89,node,2566.59
604.96,250.81,node,504.29
677.79,110.71,node,45.8
490.22,46.42,node,2163.34
634.58,744.88,node,669.83
18.28,454.67,node,2533.56
333.53,94.22,node,0
699.91,451.84,node,1172.82
517.88,432.2,node,349.31
739.58,655.75,node,1028.99
137.78,562.38,node,85.33
252.65,454.2,node,2319.14
643.41,577.05,node,413.22
791.17,601.96,node,2074.82
257.91,305.14,node,0
0.95,230.41,node,1162.16
793.74,425.35,node,0
118.68,207.72,node,0
39.49,665.43,node,797.67
477.88,324.29,node,0
257.06,58.11,node,0
422.34,763.01,node,262.52
636.34,173.75,node,0
55.15,324.5,node,0
556.02,500.53,node,1202.35
758.91,502.72,node,0
222.22,262.59,node,684.83
199.53,111.13,node,2630.38
127.55,731.73,node,1505.92
57.3,479.29,node,2763.65
445.95,599.69,node,486.74
391.87,735.16,node,0
395.43,423.01,node,0
710.7,297.58,node,1423.95
29.36,52.65,node,1432.95
163,683.5,node,0
411.02,408.33,node,2422.88
189.07,168,node,0
460.35,300.67,node,1516.53
385.81,165.89,node,0
455.48,367.39,node,2138.94
115.32,193.2,node,1709.45
116.57,94.95,node,1570.72
329.83,57.98,node,1378.1
546.41,552.79,node,2489.73
522.74,229.57,node,847.36
732.79,119.53,node,0
650.49,777.95,node,1225.88
540.71,328.41,node,786.8
646,321.45,node,0
102.45,518.85,node,2154.72
200.62,733.04,node,0
265.24,173.33,node,1400.3
325.82,438.4,node,2453.54
508.29,576.04,node,0
646.89,317.8,node,0
207.04,75.2,node,120.86
655.57,507.92,node,603.69
12.38,1.98,node,2037.92
523.52,168.42,node,0
649.38,543.22,node,1561.95
369.1,692.95,node,1860.57
162.73,639.76,node,1503.54
15.01,108,node,364.2
226.51,310,node,2512.4
732.22,630.78,node,2827.84
746.96,554.33,node,2022.93
434.03,475.42,node,1592.51
175.54,99.09,node,2415.52
391.54,444.06,node,1087.3
640.92,359.53,node,1998.61
326.1,612.93,node,1706.78
82.97,20.88,node,0
224.45,156.14,node,1413.18
289.17,704.99,node,2348.81
207.4,87.84,node,1207.16
376.55,774.84,node,2343.63
292.68,308.16,node,2598.5
97.02,686.87,node,0
37.59,709.91,node,25.78
210.24,391.27,node,1516.45
774.91,574.47,node,0
390.8,389.36,node,2505.46
382.26,790.97,node,1479.08
599.03,51.8,node,2234.19
534.11,126.13,node,0
39.53,628.28,node,2815.22
556.08,433.75,node,1835.88
290.61,333.24,node,1177.15
707.31,799.11,node,71.8
620.24,204.54,node,1092.75
111.36,406.3,node,0
236.01,63.18,node,2344.11
100.87,650.93,node,2769.61
471.92,305.74,node,301.3
449.34,641.75,node,1546.7
550.98,158.34,node,1628.56
249.02,757.12,node,2243.07
484.47,276.54,node,1290.73
792.83,417.64,node,1040.99
594.56,89.35,node,1032.29
60.69,708.78,node,678.04
360.94,763.4,node,536.74
42.83,32.3,node,2421.16
271.64,394.89,node,2862.42
587.16,180.85,node,2153.65
3.29,687.04,node,1491.96
617.53,424.75,node,2747.45
370.38,3.71,node,1100.54
576.67,222.05,node,193.67
533.2,260.16,node,932.42
457.66,470.97,node,1815.06
563.05,199.75,node,316.82
525.78,34.49,node,2608.91
231.48,88.54,node,1457.84
77.79,563,node,2057.41
769.94,751.22,node,120.55
589.07,248.94,node,2615.81
490.18,62.79,node,2783.01
95.94,257.4,node,93.1
440.21,499.92,node,0
210.21,352.19,node,61.66
718.69,641.08,node,45.19
7.34,223.43,node,507.7
188.99,456.57,node,0
104.04,33.7,node,2538.82
260.99,152.57,node,760.14
581.12,581.67,node,0
793.4,661.35,node,1741.91
572.11,408.58,node,2409.93
403.55,454.18,node,1227.11
348.84,0.92,node,2079.14
759.06,115.02,node,1180.26
96.15,692.77,node,1609.61
60.12,66.05,node,0
711.22,195.66,node,844.58
339.56,785.23,node,0
33.89,462.07,node,751.5
517.95,198.98,node,1875.14
374.9,491.96,node,1192.59
494.34,25.41,node,0
216.65,117.14,node,1607.27
125.84,562.46,node,2618.13
91.4,52.45,node,1109.06
406.15,497.45,node,553.56
438.43,749.86,node,1232.96
112.52,70.32,node,0
135.82,778.24,node,709.44
609.59,20.81,node,0
421.92,580.18,node,0
688.79,362.97,node,236.2
538.84,452.95,node,876.29
10.43,698.18,node,0
554.56,443.65,node,519.36
713.37,590.12,node,146.08
505.48,498.5,node,0
85.84,248.82,node,0
736.85,313.76,node,0
540.29,161.67,node,0
118.87,682.22,node,0
596.27,485.46,node,541.53
754.08,604.88,node,2164.35
336.63,450.01,node,0
238.18,220.72,node,125.33
207.54,588.45,node,1517.69
178.31,439.42,node,463.95
452.52,276.9,node,384.19
605.32,411.97,node,1133.81
535.68,652.61,node,2862.63
437.22,421.02,node,2374.98
649.17,162.43,node,2085.21
607.33,678.49,node,293.5
16.05,296.4,node,0
304.72,242.66,node,0
40.7,616.48,node,2762.97
638.32,586.76,node,0
738.96,671.12,node,2636.19
434.08,455.24,node,0
681.89,21.02,node,1370.73
466.85,388.9,node,0
534.66,434.14,node,2773.59
409.05,669.33,node,0
610.2,582.93,node,0
722.69,444.09,node,2249.4
656.38,58.73,node,0
57.15,109.2,node,2119.03
3.12,547.69,node,0
41.76,79.7,node,2354.24
693.25,163.03,node,523.73
461,292.78,node,2863.13
251.07,676.96,node,1115.88
767.57,189.5,node,1400.89
472.96,563.9,node,0
425.13,86.09,node,0
307.15,623.26,node,0
255.64,204.08,node,605.58
646.71,438.43,node,1023.57
33.54,27.12,node,0
290.99,644.89,node,1544.82
685.28,270.2,node,1521.13
558.36,733.03,node,0
547.59,285.69,node,985.63
278.41,780.29,node,0
443.75,307.5,node,320.84
109.79,390.94,node,1182.89
627.95,392.62,node,2205.59
709.49,9.8,node,1352.12
163.28,513.18,node,622
616.5,410.06,node,2154.32
477.09,256.28,node,1357.96
766.14,465.15,node,2693.79
126.95,493.88,node,944.13
420.78,350.62,node,1247.87
698.52,136.3,node,269.17
695.76,572.06,node,874.93
18.95,598.23,node,0
780.71,675.13,node,2766.97
392.18,427.81,node,0
311.34,241.79,node,0
334.04,365.21,node,1482.43
74.34,307.47,node,147.75
129.45,199.24,node,1933.95
324.33,523.7,node,2484.99
273.45,764.26,node,0
332.21,232.87,node,0
243.24,520.15,node,1857.58
448.22,429.09,node,1319.38
124.7,477.96,node,295.73
765.26,19.92,node,1011.59
35.17,3.87,node,441.39
297.73,105.1,node,1807.92
770.09,19.85,node,1266.92
516.34,73.7,node,1217.8
49.01,380.45,node,0
327.96,157.33,node,61.85
340.72,651.74,node,2639.86
406.53,195.25,node,1264.42
359.68,391.05,node,1599.86
498.61,519.11,node,1107.26
111.98,126.97,node,1142.61
726.36,669.58,node,0
455.55,349.28,node,270.49
438.62,186.8,node,2362.14
93.46,239.08,node,0
609.62,127.54,node,0
382.7,468.45,node,1055.53
625.58,119.02,node,24.82
36.82,143.25,node,1070.52
655.88,271.38,node,782.79
215.53,147.12,node,2556.83
226.28,324.43,node,2615.54
514.58,490.85,node,1054.74
758.5,548.54,node,0
5.6,658.82,node,0
281.29,299.19,node,727.26
335.24,762.27,node,1655.12
366.3,15.07,node,2303.25
569.35,489.9,node,366.52
735.88,370.86,node,2631.48
501.69,283.78,node,0
721.75,705.94,node,1850.43
605.86,60.64,node,1195.82
110.29,706.63,node,0
122.6,150.58,node,1746.8
153.05,172.05,node,1993.6
346.55,695.63,node,684.95
69.78,48.67,node,339.79
179.02,187.92,node,1905.8
457.72,794.41,node,2472.65
320.14,542.56,node,1272.46
452.37,348.39,node,0
663.7,301.85,node,0
513.69,368.95,node,2374.26
313.2,641.48,node,1907.97
567.66,530.37,node,242.61
87.06,372.8,node,0
218.9,42.61,node,0
475.09,189.76,node,2824.16
128.15,186.59,node,1483.62
682.74,184.52,node,0
678.19,49.38,node,2378.61
382.31,397.69,node,469.22
618.95,195.3,node,2264.12
236.32,606.55,node,1671.7
52.5,437.84,node,654.47
352.43,758.45,node,0
369.68,68.94,node,647.51
272.75,758.31,node,0
148.11,577.92,node,2131.04
405.6,737.6,node,2428.03
15.35,491.07,node,284.65
618.95,128.77,node,1083.57
447.73,146.35,node,2383.62
513.17,584.15,node,0
374.75,471.62,node,0
223.38,249.99,node,1085.47
368.97,618.24,node,1565.76
634.19,269.04,node,107.28
468.45,684.54,node,1329.53
315.81,464.42,node,2425.01
648.99,332.58,node,1828.79
254.85,746.06,node,848.03
465.16,370.16,node,2597.58
364.39,79.48,node,1638.77
215.04,372.36,node,634.01
444.14,787.27,node,1675.19
184.98,740.22,node,1062.2
434.59,348.32,node,2049.03
358.06,695.78,node,1339.37
104.23,240.28,node,910.33
497.38,638.38,node,503.12
438.4,640.41,node,1652.97
119.4,309.54,node,2050.43
447.64,305.27,node,0
341.51,516.41,node,699.65
358.18,689.33,node,0
666.64,525.31,node,0
575.67,413.06,node,631.53
365.51,119.03,node,1923.46
417.01,490.21,node,1967.89
193.97,33.57,node,0
60.69,398.69,node,2250.83
313.04,591.61,node,1858.81
10.49,603.12,node,616.9
694,50.47,node,2485.36
794.09,353.99,node,1417.77
567.08,400.54,node,2385.07
661.37,216.19,node,0
713.52,479.04,node,0
431.53,588.67,node,2099.08
444.25,570.86,node,167.01
221.15,93.19,node,0
527.36,460.1,node,0
194.75,638.51,node,829.82
230.61,185.46,node,0
572.62,579.88,node,1542.88
582.03,670.42,node,377.63
138.43,95.07,node,2769.25
245.05,767.16,node,0
295.93,598.21,node,1904.29
62.18,648.71,node,2098.36
570.52,151.93,node,154.8
440.74,20.78,node,1229.41
108.69,691.03,node,1352.35
779.33,735.34,node,1738.64
449.57,110.1,node,0
630.73,382.12,node,1299.86
679.13,370.37,node,1970.24
702.43,560.14,node,1193.09
640.38,52.46,node,0
512.12,586.43,node,0
503.14,316.75,node,0
217.13,369.19,node,2241.95
23.95,580.24,node,2064.45
335.89,376,node,2242.98
284.35,799.62,node,1787.76
313.87,676.75,node,1586.31
137.55,662.57,node,1011.5
255.71,609.32,node,2857.35
330.84,89.69,node,872.37
607.47,671.18,node,467.38
217.51,651.08,node,1080.63
92.47,793.13,node,462.22
23.47,38.65,node,2615.01
645.48,597.43,node,24.71
384.1,335.45,node,0
645,465.72,node,1288.37
63.2,664.59,node,2250.74
92.27,10.82,node,1270.79
103.53,9.22,node,2843.02
591,797.16,node,1814.06
605.68,612.55,node,0
793.96,251.73,node,0
499.64,649.61,node,2693.81
230.95,792.98,node,1644.41
159.93,160.61,node,2184.89
640.73,516.83,node,0
582.21,350.04,node,2457.92
173.64,750.42,node,2034.51
595.39,790.4,node,2744.45
693.32,365.06,node,0
423.52,184.49,node,1567.23
478.91,556.39,node,2676.32
750.11,445.31,node,0
760.58,467.77,node,2817.12
528.43,346.9,node,2558.02
