NAME: vrp_n400_cl3_dyn25_r1.csv
COMMENT: MGBW+ instance set
DIMENSION: 2
N_NODES: 398
N_CLUSTERS: 3
N_DEPOTS: 2
LOWER: 0
UPPER: 800
DATA_SECTION
x1,x2,types,membership,arrival.time
494.14,610.74,depot,0,0
113.53,321.33,depot,0,0
576.85,150.42,node,1,1015.82
606.03,125.2,node,1,0
592.13,136.69,node,1,97.08
629.86,167.72,node,1,1334.43
626.98,186.1,node,1,0
604.95,181.27,node,1,18.55
606.16,180.69,node,1,0
584.75,142.52,node,1,0
631.73,191.56,node,1,0
611.08,148.44,node,1,781.91
625.5,153.01,node,1,2161.9
612.22,161.09,node,1,0
635.54,132.52,node,1,0
602.35,168.64,node,1,0
565.44,183.71,node,1,0
597.86,132.98,node,1,0
615.56,204.06,node,1,0
597.35,123.22,node,1,0
609.03,181,node,1,0
605.91,168.63,node,1,222.15
637,118.46,node,1,367.44
624.93,144.41,node,1,0
610.63,204.3,node,1,222.35
617.39,173.2,node,1,0
590.46,164.95,node,1,0
609.24,150.59,node,1,0
624.02,123.01,node,1,0
642.07,205.12,node,1,2431.71
602.36,166.87,node,1,1482.48
656.45,136.5,node,1,0
612.94,205.68,node,1,875.27
591.86,176.34,node,1,0
622.19,147.75,node,1,0
619.77,148.42,node,1,0
628.41,144.57,node,1,0
573.82,173.26,node,1,0
636.47,158.04,node,1,0
593.92,145.16,node,1,0
583.36,125.54,node,1,0
636.47,110.99,node,1,0
624.04,147.29,node,1,1085.19
583.18,150.58,node,1,1199.96
607.82,181.69,node,1,0
663.93,195.15,node,1,0
647.2,190.66,node,1,0
632.06,145.77,node,1,0
615.63,122.44,node,1,0
595.06,136.69,node,1,0
588.28,186.25,node,1,0
622.76,161.36,node,1,0
611.68,177,node,1,0
631.1,136,node,1,0
568.47,130.07,node,1,1901.34
601.19,155.55,node,1,2176.55
644.52,169.39,node,1,0
626.78,173.2,node,1,545.37
609.09,132.33,node,1,0
592.46,126.2,node,1,0
583.89,122.73,node,1,0
630.55,129.29,node,1,0
625.34,206.48,node,1,0
607.63,151.63,node,1,0
630.11,155.31,node,1,0
595.36,124.84,node,1,502.16
613.95,146.36,node,1,0
620.43,161.74,node,1,0
640.07,168.64,node,1,0
636.56,157.13,node,1,0
629.61,150.26,node,1,0
608.59,157.24,node,1,1259.97
587.85,129.48,node,1,0
605.62,125.23,node,1,149
614,172.93,node,1,1760.82
592.79,156.75,node,1,0
578.51,175.89,node,1,0
604.18,188.81,node,1,0
612.83,195.95,node,1,0
619.18,151.51,node,1,0
633.87,167.11,node,1,0
599.88,170.85,node,1,0
625.6,163.71,node,1,0
604.19,154.53,node,1,1761.44
630.98,180.01,node,1,0
618.38,138.13,node,1,2399.43
628.27,158.87,node,1,0
636.58,120.9,node,1,9.31
595.79,167.17,node,1,0
582.59,215.22,node,1,0
593.45,165.32,node,1,1248.54
574.46,203.43,node,1,1340.53
627.66,144.48,node,1,0
617.58,140.22,node,1,2377.82
574.64,132,node,1,0
592.16,180.37,node,1,0
622.03,147.59,node,1,0
606.37,178.87,node,1,0
590.15,168.62,node,1,618.9
591.66,171.16,node,1,0
639.18,146.14,node,1,0
621.83,107.8,node,1,0
618.94,162.44,node,1,0
621.15,182,node,1,0
591.25,185.96,node,1,0
591.09,120.17,node,1,0
659.75,173.33,node,1,0
628.48,169.31,node,1,0
607.4,177.49,node,1,0
643.06,121.76,node,1,0
587.14,139.96,node,1,0
623.32,104.8,node,1,0
608.51,124.17,node,1,0
604.44,120.78,node,1,1872.52
637.3,149.64,node,1,0
607.7,187.98,node,1,0
593.17,122.09,node,1,0
598.49,141.47,node,1,1594.15
619.52,148.78,node,1,1647.68
581.32,151.63,node,1,0
624.86,126.5,node,1,0
633.63,170.96,node,1,0
644.46,148.51,node,1,0
621.09,136.69,node,1,0
606.36,132.77,node,1,0
635.24,124.22,node,1,0
625.25,140.8,node,1,0
589.2,187.3,node,1,0
614.24,162.85,node,1,0
616.14,169.77,node,1,0
643.9,156.97,node,1,0
638.39,104.73,node,1,0
625.58,164.79,node,1,0
615.84,158.38,node,1,0
484.22,597.23,node,2,0
517.9,606.7,node,2,0
519.76,602.35,node,2,2090.75
472.17,642.11,node,2,0
492.01,637.14,node,2,0
467.43,618.5,node,2,0
487.3,653.11,node,2,0
522.5,622.89,node,2,0
483.15,632.07,node,2,0
509.79,579.38,node,2,0
519.9,629.33,node,2,0
490.08,660.87,node,2,0
514.8,599.6,node,2,0
514.33,619.62,node,2,0
490.35,540.01,node,2,0
484.79,611.27,node,2,0
509.83,618.39,node,2,0
499.06,643.55,node,2,0
493,587.85,node,2,0
483.23,606.75,node,2,0
481.68,570.31,node,2,0
507.06,627.91,node,2,1025.98
478.18,620.2,node,2,0
487.3,604.34,node,2,0
507.24,619.81,node,2,0
481.49,594.87,node,2,0
505.92,589.08,node,2,0
478.87,640.73,node,2,0
497.62,601.12,node,2,0
468.61,626.3,node,2,0
482.14,612.84,node,2,709.2
519.95,605.98,node,2,0
516.5,585.89,node,2,0
455.92,617.84,node,2,893.4
519.95,599.33,node,2,430.02
488.61,630.82,node,2,0
484.29,586.45,node,2,0
476.24,606.99,node,2,0
460.56,628.28,node,2,0
506.59,629.01,node,2,0
527.65,632.15,node,2,0
525.54,603.15,node,2,1129.3
519.31,581.47,node,2,0
507.45,646.69,node,2,0
538.75,617.05,node,2,0
510.72,587.36,node,2,0
460.89,610.48,node,2,716.29
500.5,607.87,node,2,0
476.75,584.24,node,2,0
514.55,632.56,node,2,1451.34
490.69,647.19,node,2,966.34
494.48,631.93,node,2,2207.04
479.59,623.88,node,2,0
508.46,617.02,node,2,186.05
517.8,607.85,node,2,0
450.65,603.44,node,2,0
510.61,570.11,node,2,0
456.96,611.24,node,2,0
496.76,637.18,node,2,1917.04
492.81,621.76,node,2,1043.53
500.07,626.89,node,2,0
514.01,581.83,node,2,0
479.32,630.66,node,2,0
447.16,555.05,node,2,1908.59
497.1,611.47,node,2,1114.83
486.61,629.14,node,2,0
520,632.29,node,2,0
490.32,610.16,node,2,875.53
500.76,564.64,node,2,0
472.37,628.02,node,2,1931
499.5,582.5,node,2,161.33
522.09,621.36,node,2,0
481.08,610.99,node,2,0
495.59,604.29,node,2,0
490.18,607.53,node,2,0
508.46,632.42,node,2,218.24
506.12,648.6,node,2,0
507.6,617.74,node,2,0
512.37,607.8,node,2,0
510.02,654.22,node,2,0
489.63,633.17,node,2,1375.23
494.68,594.53,node,2,0
518.73,620.7,node,2,0
487.28,648.94,node,2,0
453.89,609.38,node,2,0
489.63,607.91,node,2,0
496.77,651.11,node,2,1474.25
449.14,633.23,node,2,697.61
477.66,631.17,node,2,779.44
484.44,629.43,node,2,0
489.33,597.51,node,2,2336.51
467.51,589.11,node,2,0
486.28,609.87,node,2,472.76
505.3,609.09,node,2,0
520.87,583.86,node,2,0
506.18,630.62,node,2,0
505.21,607.95,node,2,54.77
483.19,580.18,node,2,0
460.67,625.89,node,2,0
487.25,577.91,node,2,0
505.32,627.86,node,2,0
447.51,650.6,node,2,0
520.92,583.29,node,2,0
476.71,615.26,node,2,0
502.05,584.93,node,2,0
480.33,677.61,node,2,0
514.47,640.89,node,2,1603.27
476.94,604.07,node,2,0
464.84,618.6,node,2,0
493.05,660.87,node,2,968.27
487.25,610.98,node,2,0
473.74,615.74,node,2,946.74
477.15,588.23,node,2,0
491.89,591.16,node,2,1861.47
475.44,621.8,node,2,0
517.75,629.58,node,2,0
494.03,612.72,node,2,0
477.72,617.14,node,2,0
515.8,589.67,node,2,0
515.81,596.66,node,2,139.55
503.47,580.64,node,2,0
497.86,639.16,node,2,0
