NAME: vrp_n100_gm_dyn75_r4.csv
COMMENT: MGBW+ instance set
DIMENSION: 2
N_NODES: 98
N_CLUSTERS: 1
N_DEPOTS: 2
LOWER: 0
UPPER: 200
DATA_SECTION
x1,x2,types,arrival.time
63.01,148.09,depot,0
115.66,0.82,depot,0
96.58,120.27,node,205.03
178.07,103.01,node,237.83
182.89,80.51,node,669.51
121.75,176.05,node,0
82.14,72.82,node,62.61
29.42,57.65,node,0
187.06,34.13,node,0
60.25,34.43,node,0
12.14,96.41,node,169.94
189.55,50.59,node,584.04
144.12,43.25,node,410.07
28.46,134.88,node,0
109.86,9.53,node,0
190.82,140.17,node,0
117.1,70.38,node,39.19
80.9,81.79,node,0
129.58,164.19,node,432.05
63.96,183.77,node,475.45
61.54,56.51,node,540.29
43.95,192.22,node,0
73.9,145.68,node,0
196.84,137.28,node,437.56
30.84,10.57,node,261.11
18.21,79.04,node,302.59
28.38,95.57,node,284.61
138,112.05,node,0
123.85,139.65,node,0
178.28,183.14,node,516.56
134.6,123.67,node,411.69
147.42,85.68,node,0
104.23,108.42,node,525.32
131.97,11.7,node,421.96
164.36,52.17,node,193.47
157.26,79.43,node,145.79
195.96,39.55,node,342.7
87.89,166.39,node,106.09
62.34,30.58,node,619.88
81.89,160.68,node,0
2.09,109.37,node,129.15
36.77,132.46,node,426.52
168.55,34.34,node,397.35
46.23,126.61,node,225.01
47.82,62.37,node,465.62
15.34,144.91,node,594.24
49.14,79.79,node,0
146.43,193.87,node,539.33
169.49,193.48,node,545.95
99.51,145.34,node,560.83
77.58,51.44,node,0
49.29,44.36,node,601.69
22.22,118.61,node,670.62
78,53.5,node,618.46
114.39,106.21,node,180.04
43.38,157.06,node,514.65
88.95,33.61,node,409.13
43.6,80.88,node,132.35
100.46,94.32,node,180.63
70.78,173.62,node,188.22
130,185.14,node,122.87
74.94,176.4,node,269.41
71.09,134.84,node,544.45
106.74,190.03,node,118.22
148.07,103.29,node,671.31
44.22,115.3,node,521.65
82.55,67.27,node,0
53.14,69.46,node,40
125.99,4,node,409.36
36.77,100.56,node,186.75
172.73,174.21,node,0
149.31,1.26,node,537.74
133.66,14.41,node,300.19
123.6,32.84,node,0
74.45,154.07,node,54.68
105.97,147.04,node,670.81
174.94,194.38,node,139.52
116.35,93.29,node,29.02
167.95,14.88,node,558.72
62.49,129.76,node,659.84
141.66,151.72,node,0
53,27.42,node,307.07
118.87,79.32,node,429
96.26,45,node,526.65
53.01,11.59,node,0
112.92,79.18,node,0
182.64,12.99,node,352.97
180.37,45.18,node,0
54.83,10.93,node,344.07
64.3,134.06,node,0
197.13,59.55,node,593.8
124,20.14,node,286.29
187.46,14.38,node,61.28
93.31,176.09,node,613.97
81.37,150.85,node,509.82
131.85,163.32,node,315.5
30.47,196.43,node,340.11
114.57,20.72,node,595.61
47.75,19.81,node,662.52
192.47,159.77,node,237.23
