NAME: vrp_morphed_n100_mo75_dyn50_r2.csv
COMMENT: MGBW+ instance set
DIMENSION: 2
N_NODES: 98
N_CLUSTERS: 1
N_DEPOTS: 2
LOWER: 0
UPPER: 200
DATA_SECTION
x1,x2,types,arrival.time
67.94,137.24,depot,0
136.41,2.77,depot,0
93.39,117.82,node,491.04
183.55,80.54,node,0
187.17,62.91,node,0
110.82,180.08,node,0
82.01,81.58,node,0
25.4,79.17,node,0
190.29,27.66,node,557.02
63.91,51.57,node,319.75
11.08,105.67,node,219.56
191.34,42.43,node,0
154.54,35.8,node,380.34
26.98,135.5,node,248.19
132.39,7.15,node,0
176.36,125.64,node,0
118.89,71.03,node,0
80.23,87.17,node,514.58
118.1,169.96,node,16.65
62.87,183.87,node,0
64.92,68.46,node,422.07
49.53,194.17,node,0
65.04,145.98,node,356.76
197.63,111.02,node,0
26.74,39.28,node,384.71
16.41,96.08,node,0
26.44,106.57,node,0
135.74,106.49,node,0
114.24,132.35,node,261.82
152.91,187.35,node,0
132.6,114.62,node,406.32
144.09,84.1,node,336.36
100.08,108.48,node,165.57
148.98,8.77,node,450.97
173.27,40.62,node,207.83
151.55,77.86,node,0
196.97,33.09,node,0
85.47,170.96,node,79.55
76.28,39.98,node,403.13
81.2,165.67,node,0
2.63,116.79,node,432.26
34.87,134.29,node,0
176.41,27.16,node,416.61
41.76,128.2,node,296.14
54.75,74.22,node,0
14.59,145.15,node,0
53.72,86.9,node,0
129.46,195.4,node,541.04
147.05,195.11,node,0
94.78,137.18,node,0
88.44,57.17,node,0
55.11,58.45,node,0
22.02,121.15,node,106.46
89.39,59.27,node,556.59
116.71,102.78,node,0
38.45,156.44,node,0
99.47,43.61,node,140.45
48.09,87.01,node,114.11
98.17,97.05,node,429.47
69.9,177.9,node,0
116.43,188.47,node,0
74.16,178.92,node,68.56
70.39,129.67,node,0
99.37,191.58,node,244.4
144.13,99.34,node,492.28
39.31,120.06,node,0
81.1,76.07,node,0
57.02,75.8,node,466.34
143.72,3,node,0
34.93,106.87,node,185.23
149.19,180.51,node,0
160.33,0.95,node,226.43
148.26,11.27,node,0
126,39.48,node,0
63.29,153.9,node,243.17
102.19,139.81,node,0
151.38,195.78,node,129.76
117.92,90.97,node,0
173.58,12.54,node,353.25
51.61,133.73,node,552.58
126.84,160.57,node,0
58.32,46.48,node,502.63
119.15,79.94,node,0
102.65,50.58,node,0
70.2,26.26,node,0
114.22,79.93,node,273.23
184.54,11.5,node,0
184.89,36.5,node,470.15
90.43,8.19,node,0
53.8,137.26,node,162.11
197.85,48.64,node,222.47
141.71,15.54,node,64.98
190.6,11.22,node,0
89.52,179.07,node,87.75
79.82,158.44,node,285.62
118.59,169.95,node,121.87
26.79,188.85,node,472.01
131.13,16.8,node,0
54.29,40.89,node,0
176.42,141.68,node,20.7
