NAME: vrp_n200_cl5_dyn50_r3.csv
COMMENT: MGBW+ instance set
DIMENSION: 2
N_NODES: 198
N_CLUSTERS: 5
N_DEPOTS: 2
LOWER: 0
UPPER: 400
DATA_SECTION
x1,x2,types,membership,arrival.time
104.89,339.02,depot,0,0
245.63,24.16,depot,0,0
239.84,336.27,node,1,0
215.71,308.38,node,1,192.23
225.76,329.48,node,1,1118.41
204.78,302.05,node,1,793.33
245.46,324.34,node,1,359.22
202.31,327.55,node,1,873.22
230.32,307.87,node,1,0
225.97,322.7,node,1,0
229.95,324.47,node,1,749.32
243.11,319.97,node,1,0
209.59,316.32,node,1,0
199.65,312.94,node,1,0
217.16,305.35,node,1,0
219.2,358.38,node,1,0
214.93,305.51,node,1,1197.07
221.8,311.37,node,1,258.03
263.78,315.34,node,1,0
224.37,310.43,node,1,0
238.54,313.28,node,1,0
231.26,316.84,node,1,0
208.69,306.62,node,1,0
226.05,329,node,1,294.4
229.5,317.09,node,1,42.06
217.09,325.92,node,1,0
236.55,312.06,node,1,1058.41
234.62,312.95,node,1,560.99
228.4,324.81,node,1,0
232.29,307.28,node,1,0
230.24,309.8,node,1,743.68
223.92,305.61,node,1,0
225.77,325.32,node,1,0
222.56,323.64,node,1,0
224.89,321.84,node,1,0
208.77,323.52,node,1,608.17
218.8,310.77,node,1,1109.68
228.92,321.09,node,1,92.77
220.53,304.17,node,1,738.77
218.33,301.56,node,1,0
238.51,319.87,node,1,0
62.79,85.57,node,2,130.62
75.05,102.81,node,2,788.76
38.69,94.68,node,2,0
58.48,95.57,node,2,660.13
63.38,105.65,node,2,0
79.78,98.54,node,2,0
54.1,83.43,node,2,0
67.68,94.12,node,2,661.95
71.56,87.89,node,2,993.87
58.81,82.44,node,2,0
70.76,97.26,node,2,0
102.28,93.98,node,2,0
51.53,127.75,node,2,0
90.09,121.71,node,2,0
67.46,110.48,node,2,274.92
76,115.99,node,2,42.68
53.6,89.01,node,2,1090.51
78.26,83.63,node,2,918.37
68.43,89.8,node,2,0
91.76,113.84,node,2,0
70.38,102.89,node,2,941.57
51.58,93.41,node,2,213.31
64.34,103.27,node,2,0
67.55,63.55,node,2,1211.08
67.94,108.37,node,2,0
78.47,122.14,node,2,0
75.3,114.41,node,2,419.47
57.02,92.44,node,2,0
50.8,123.12,node,2,0
34.19,103.75,node,2,747.49
63.52,106.38,node,2,0
74.79,80.99,node,2,541.8
74.2,105.79,node,2,808.07
62.05,93.78,node,2,434.8
68.47,89.53,node,2,117.8
68.59,100.26,node,2,872.32
39.67,124.52,node,2,0
92.38,115.1,node,2,1008.57
57.15,91.85,node,2,1054.55
337.25,206.17,node,3,1161.63
337.34,191.1,node,3,0
338.01,216.69,node,3,989.58
325.74,196.75,node,3,751.14
324.1,179.73,node,3,665.91
309.21,187.15,node,3,756.68
329.43,197.72,node,3,521.36
338.86,183.32,node,3,570.17
322.29,188.53,node,3,0
326.14,202.26,node,3,14.35
344.76,215.19,node,3,1119.27
346.77,202.2,node,3,199.47
346.15,180.64,node,3,0
325.5,212.52,node,3,0
319.99,200.38,node,3,0
333.17,191.8,node,3,0
339.27,201.22,node,3,0
313.8,209.14,node,3,34.48
308.28,206.2,node,3,0
313.65,202.04,node,3,0
329.17,209.1,node,3,0
328.86,205.02,node,3,0
314.77,193.3,node,3,594.85
336.85,183.95,node,3,1092.79
310.93,192.43,node,3,0
322.14,194.47,node,3,1176.33
352.57,175.68,node,3,1022.24
312.2,184.17,node,3,0
341.7,210.03,node,3,0
312.01,181.11,node,3,104.24
319.53,169.56,node,3,0
329.8,193.47,node,3,0
302.24,191.47,node,3,0
323.09,204.87,node,3,1040.84
322.97,185.54,node,3,1110.21
315.66,211.3,node,3,847.75
319.87,198.16,node,3,905.67
328.72,199.98,node,3,0
304.92,203.01,node,3,0
261.88,52.28,node,4,335.96
227.6,8.52,node,4,432.09
251.66,17.22,node,4,892.18
262.75,3.45,node,4,1055.97
250.72,29.45,node,4,573.49
257.73,36.51,node,4,789.61
247.16,1.5,node,4,654.62
250.15,29.33,node,4,0
220.34,39.54,node,4,267.07
247.11,8.88,node,4,0
249.37,37.24,node,4,0
253.62,18.61,node,4,339.09
277.94,21.6,node,4,0
250.18,30.69,node,4,1110.62
258.58,35.74,node,4,0
245.37,22.35,node,4,0
230.85,29.85,node,4,0
255.4,18.39,node,4,0
257.31,25.01,node,4,1098.02
252.81,14,node,4,0
260.29,6.5,node,4,0
274.35,21.71,node,4,0
226.41,9.86,node,4,855.09
218.25,21.36,node,4,0
248.22,15.34,node,4,0
243.32,6.33,node,4,231.86
259.55,21.88,node,4,478.18
249.54,53.2,node,4,1000.74
258.99,7.91,node,4,0
261.02,1.31,node,4,81.34
284.9,44.34,node,4,0
224.29,12.65,node,4,403.51
266.87,8.28,node,4,510.34
278.47,42.3,node,4,0
257.07,17.96,node,4,601.46
268.52,26.64,node,4,0
260.44,16.3,node,4,0
256.76,10.85,node,4,0
238.29,21.69,node,4,0
262.09,26.66,node,4,571.16
239.43,9.85,node,4,480.85
235.54,28.46,node,4,0
108.87,335.85,node,5,0
97.42,316.01,node,5,252.75
109.09,334.88,node,5,0
104.38,337.49,node,5,171.41
82.16,338.04,node,5,0
124.92,359.56,node,5,0
88.2,339.36,node,5,482.45
81.79,332.44,node,5,565.74
124.19,348.26,node,5,156.66
101.07,334.63,node,5,673.77
103.98,325.88,node,5,0
106,329.67,node,5,0
89.84,329.86,node,5,0
116.5,327.32,node,5,686.73
94.25,313.2,node,5,855.71
110.91,339.99,node,5,0
100.59,349.09,node,5,0
105.11,345.41,node,5,880.3
100.21,331.97,node,5,277.27
117.14,348.28,node,5,0
115.04,343.64,node,5,430.94
103.53,329.37,node,5,0
126.86,340.73,node,5,431.91
101.07,358.68,node,5,0
123.62,331.62,node,5,807.77
104.86,335.84,node,5,0
115.51,335.54,node,5,455.82
107.91,339.48,node,5,15.76
104.83,328.17,node,5,630.44
106.49,344.09,node,5,719.4
