NAME: vrp_n100_gm_dyn75_r5.csv
COMMENT: MGBW+ instance set
DIMENSION: 2
N_NODES: 98
N_CLUSTERS: 1
N_DEPOTS: 2
LOWER: 0
UPPER: 200
DATA_SECTION
x1,x2,types,arrival.time
63.01,148.09,depot,0
115.66,0.82,depot,0
96.58,120.27,node,303.04
178.07,103.01,node,71.72
182.89,80.51,node,432.57
121.75,176.05,node,524.88
82.14,72.82,node,0
29.42,57.65,node,0
187.06,34.13,node,553.87
60.25,34.43,node,295.12
12.14,96.41,node,618.43
189.55,50.59,node,637.95
144.12,43.25,node,335.96
28.46,134.88,node,231.99
109.86,9.53,node,232.01
190.82,140.17,node,0
117.1,70.38,node,502.09
80.9,81.79,node,58.94
129.58,164.19,node,190.35
63.96,183.77,node,379.68
61.54,56.51,node,554.53
43.95,192.22,node,126
73.9,145.68,node,606.1
196.84,137.28,node,0
30.84,10.57,node,149.71
18.21,79.04,node,264.36
28.38,95.57,node,0
138,112.05,node,71.17
123.85,139.65,node,0
178.28,183.14,node,0
134.6,123.67,node,201.72
147.42,85.68,node,567.25
104.23,108.42,node,248.85
131.97,11.7,node,0
164.36,52.17,node,0
157.26,79.43,node,0
195.96,39.55,node,254.73
87.89,166.39,node,0
62.34,30.58,node,549.33
81.89,160.68,node,0
2.09,109.37,node,523.15
36.77,132.46,node,544.71
168.55,34.34,node,108.54
46.23,126.61,node,639.17
47.82,62.37,node,0
15.34,144.91,node,243.32
49.14,79.79,node,547.87
146.43,193.87,node,138.77
169.49,193.48,node,535.49
99.51,145.34,node,548.5
77.58,51.44,node,0
49.29,44.36,node,213.23
22.22,118.61,node,0
78,53.5,node,0
114.39,106.21,node,103.65
43.38,157.06,node,39.57
88.95,33.61,node,420.01
43.6,80.88,node,672.31
100.46,94.32,node,382.88
70.78,173.62,node,0
130,185.14,node,496.44
74.94,176.4,node,162.2
71.09,134.84,node,425.94
106.74,190.03,node,622.24
148.07,103.29,node,355.02
44.22,115.3,node,0
82.55,67.27,node,0
53.14,69.46,node,0
125.99,4,node,363.56
36.77,100.56,node,642.06
172.73,174.21,node,559.58
149.31,1.26,node,625.71
133.66,14.41,node,253.59
123.6,32.84,node,506.06
74.45,154.07,node,414.27
105.97,147.04,node,593.6
174.94,194.38,node,397.93
116.35,93.29,node,291.82
167.95,14.88,node,587.96
62.49,129.76,node,414.18
141.66,151.72,node,658.42
53,27.42,node,609.35
118.87,79.32,node,191
96.26,45,node,149.8
53.01,11.59,node,75.81
112.92,79.18,node,619.01
182.64,12.99,node,0
180.37,45.18,node,394.56
54.83,10.93,node,0
64.3,134.06,node,235.49
197.13,59.55,node,251.43
124,20.14,node,70.1
187.46,14.38,node,270.55
93.31,176.09,node,225.8
81.37,150.85,node,219.37
131.85,163.32,node,226.18
30.47,196.43,node,0
114.57,20.72,node,0
47.75,19.81,node,448.99
192.47,159.77,node,579.19
