NAME: vrp_morphed_n50_mo50_dyn75_r2.csv
COMMENT: MGBW+ instance set
DIMENSION: 2
N_NODES: 48
N_CLUSTERS: 1
N_DEPOTS: 2
LOWER: 0
UPPER: 100
DATA_SECTION
x1,x2,types,arrival.time
36.17,64.09,depot,0
85.99,36.55,depot,0
45.51,16.57,node,0
56.03,85.54,node,0
54.95,2.29,node,368
87.73,36.66,node,189.38
96.13,56.82,node,28.27
2.4,30.95,node,365.62
52.84,57.23,node,138.04
88.36,19.42,node,19.65
60.74,9,node,14.68
43.01,74.76,node,0
64.56,88.49,node,76.05
43.59,47.09,node,352.8
58.8,63.48,node,0
61.87,6.73,node,171.48
7.32,43.97,node,330.1
90.78,24.19,node,248.66
25.62,82.15,node,36.93
4.14,45.97,node,285.27
32.54,82.15,node,274.97
97.73,50.81,node,263.82
94,51.72,node,190.7
71.89,25.55,node,259.23
53.22,72.74,node,0
99.71,44.64,node,72.37
56.91,66.07,node,0
70.79,0.03,node,155.01
48.82,51.8,node,158.3
62.23,15.79,node,286.81
23.98,40.97,node,337.88
10.24,61.04,node,0
97.13,30.48,node,0
93.43,12.8,node,49.99
69.38,15.31,node,0
66.92,63.33,node,221.78
1.23,47.07,node,247.06
42.5,77.17,node,60.47
76.85,5.78,node,239.98
17.99,45.77,node,204.4
28.44,97.06,node,373.08
24.67,89.35,node,124.45
18.1,87.43,node,82.47
56.56,9.13,node,0
51.54,8.99,node,370.69
34.39,66.53,node,0
11.13,40.7,node,185.3
20.58,74.03,node,0
14.03,42.42,node,167.86
56.16,11.81,node,19.31
