NAME: vrp_n800_cl10_dyn50_r1.csv
COMMENT: MGBW+ instance set
DIMENSION: 2
N_NODES: 798
N_CLUSTERS: 10
N_DEPOTS: 2
LOWER: 0
UPPER: 1600
DATA_SECTION
x1,x2,types,membership,arrival.time
1326.98,756.33,depot,0,0
139.81,1318.42,depot,0,0
1096.25,318.74,node,1,5782.42
1069.03,340.2,node,1,0
1060.48,300.2,node,1,0
1045.45,300.6,node,1,0
1076.68,264.19,node,1,0
1072.46,299.72,node,1,3342.12
1081.46,297.3,node,1,59.31
1057.24,266.19,node,1,0
1101.01,287.08,node,1,5362.22
1096.28,253.86,node,1,5847.69
1111.78,272.01,node,1,748.92
1066.19,309.29,node,1,5622.05
1076.72,279.1,node,1,5134.7
1024.92,294.2,node,1,0
1054.16,234.57,node,1,1485.45
1063.58,301.49,node,1,0
1059.05,292.83,node,1,0
1079.5,258.57,node,1,0
1096.72,291.89,node,1,5738.01
1127.02,317.86,node,1,0
1108.18,287.55,node,1,1.33
1060.44,302.14,node,1,2707.39
1075.64,264.89,node,1,3583.75
1090.02,305.21,node,1,0
1079.23,292.77,node,1,3218.57
1057.85,274.75,node,1,0
1052.62,246.68,node,1,0
1109.75,314.45,node,1,0
1052.79,290.89,node,1,5681.96
1065.77,288.22,node,1,253.5
1067.18,307.03,node,1,0
1068.5,298.92,node,1,2930.67
1086.39,302.66,node,1,5697.09
1069.34,301.45,node,1,4496.82
1024.25,283.37,node,1,0
1101.2,299.53,node,1,2587.33
1100.32,286.92,node,1,5010.27
1051.59,274.73,node,1,0
1072.68,267.24,node,1,2955.93
1095.45,298.78,node,1,655.02
1065.04,318.27,node,1,0
1076.47,287.49,node,1,0
1037.47,265.95,node,1,4811.89
1061.41,284.68,node,1,901.53
1076.43,268.34,node,1,2295.21
1038.39,279.34,node,1,2558.9
1099.88,279.52,node,1,949.5
1075.32,291.52,node,1,503.3
1058.04,273.22,node,1,0
1057.92,270.67,node,1,4567.31
1088.73,293.04,node,1,4762.72
1074.58,291.9,node,1,303.7
1067.04,297.19,node,1,0
1073.31,285.17,node,1,5837.81
1095.52,313.64,node,1,0
1065.62,293.82,node,1,1509.79
1071.04,302.58,node,1,2328.03
1092.49,271.55,node,1,4878.3
1065.64,264.44,node,1,1939.36
1062.26,299.27,node,1,5544.69
1067.02,274.51,node,1,4416.99
1071.54,283.21,node,1,0
1069.18,285.97,node,1,0
1058.63,317.6,node,1,0
1030.34,292.9,node,1,4811.94
1078.8,284.88,node,1,0
1068.99,294.06,node,1,0
1073.46,293.06,node,1,0
1042.57,329.26,node,1,2811.12
1074.86,286.46,node,1,5895.91
1051.84,311.86,node,1,2066.19
1075.51,303.12,node,1,4858.41
1077.49,313.59,node,1,5578.66
1081.02,292.91,node,1,0
1070.6,308.81,node,1,3082.01
1075.71,284.76,node,1,336.54
1085.47,286.19,node,1,0
1044.37,337.48,node,1,4125.37
1067.55,286.64,node,1,5227.4
659.89,877.74,node,2,0
591.77,844.65,node,2,1041.57
583.4,838.67,node,2,2561.19
622.39,845.33,node,2,0
602.3,841.1,node,2,0
622.63,831.76,node,2,4551.41
621.08,828.03,node,2,3367.27
575.31,846.7,node,2,0
622.93,820.57,node,2,0
635.3,867.27,node,2,3708.3
629.88,855.31,node,2,2812.53
623.71,843.9,node,2,0
634.16,838.86,node,2,0
640.76,843.39,node,2,573.88
637.84,887.14,node,2,1128.69
625.93,836.99,node,2,473.16
643.43,839.85,node,2,2520.09
637.5,839.41,node,2,0
626.11,852.55,node,2,0
618.94,880.69,node,2,0
620.27,849.08,node,2,0
638.18,861.99,node,2,5919.26
628.28,846.58,node,2,0
644.27,855.47,node,2,0
643.97,840.74,node,2,5130.85
664.06,878.87,node,2,3942.75
609.11,843.51,node,2,0
