1,216.96,195.13,0
2,741.27,384.31,0
3,314.88,656.02,1393.63
4,347.48,642.66,332.96
5,345.35,651.28,2092.9
6,311.36,669.48,2059.82
7,343.11,677.7,2228.89
8,340.99,659.01,2014.39
9,355.33,652.92,2959.2
10,330.51,654.57,1067.94
11,343.35,653.88,1078.48
12,341.9,637.51,2249.52
13,319.79,664.21,0
14,334.82,648.88,0
15,353.33,672.33,1420.83
16,333.16,664.23,1399.65
17,327.7,678.48,0
18,337.55,628.77,0
19,332.32,658.91,1311.75
20,316.11,653.97,3021
21,358.34,698.84,2112.65
22,348.66,652.81,2441.35
23,347.16,670.5,1391.54
24,358.98,649.64,2672.77
25,345.53,700.14,0
26,299.36,673.24,1858.41
27,352.25,667.23,2310.04
28,340.7,648.02,353.45
29,320.47,643.84,3159.28
30,305.27,666.36,0
31,333.54,659.22,344.93
32,334.25,653.28,2766.64
33,359.17,665.2,1546.77
34,331.51,643.3,3049.66
35,316.66,648.09,2998.41
36,339.09,673.83,492.69
37,323.08,646.69,2677.33
38,320.54,642.93,845.02
39,333.52,678.59,532.34
40,291.56,658.45,1315.7
41,352.08,647.49,1439.6
42,330.16,671.95,250.49
43,337.47,664.78,0
44,296.5,653.32,2143.53
45,328.92,676.06,790.72
46,336.75,671.38,1493.64
47,345.03,637.28,191.77
48,340.2,667.52,680.79
49,311.9,627.43,2389.17
50,335.6,666.74,3095.35
51,321.14,675.5,1574.26
52,310.69,689.6,1135.74
53,341.33,682.7,858.63
54,344.44,665.01,3129.55
55,337.89,679.54,2889.22
56,349.05,663.57,1611.7
57,363.52,643.4,582.64
58,311.69,697.66,452.6
59,319.57,684.26,0
60,344.52,653.04,0
61,332.05,653.46,2216.68
62,333.35,652.01,556.26
63,315.23,670.3,2088.46
64,327.29,656.8,892.54
65,326.44,665.03,1439.28
66,316.69,664.8,1916.13
67,323.81,656.17,488.02
68,324.2,660.58,0
69,338.63,646.35,0
70,323.01,657.68,0
71,307.15,657.82,2699.57
72,357.35,654.08,0
73,331.22,642.67,141.88
74,326.68,667.67,2679.43
75,343.97,662.13,2854.33
76,328.21,641.5,2109.11
77,331.62,664.46,1785.05
78,325.98,674.31,1184.64
79,335.39,644.94,578.78
80,326.19,649.92,420.21
81,312.25,642.17,220.38
82,211.39,183.36,730.21
83,219.31,164.88,1486.21
84,195.32,216.86,0
85,211.28,199.22,969.28
86,229.63,193.99,2975.14
87,236.43,208.08,1197.67
88,249.36,209.37,167.3
89,247.54,195.64,1989.84
90,198.61,212.15,1129.87
91,212.11,202.77,1258.05
92,244.58,207.79,0
93,193.22,219.05,1002.72
94,228.64,193.5,3168.89
95,206.32,194.53,887.95
96,196.44,159.64,1321.19
97,204.59,194.58,1672.6
98,197.52,159.71,2504.55
99,226.27,182.77,552.31
100,217.69,156.97,1365.92
101,229.57,180.62,1127.7
102,236.03,196.18,1371.68
103,220.32,199.84,1695.87
104,215.27,205.44,2386.87
105,247.28,200.04,0
106,214.92,191.77,0
107,198.05,197.91,0
108,194.63,177.82,2995.98
109,239.36,170.82,1942.61
110,250.72,206.25,0
111,244.92,202.3,361.19
112,213.98,221.9,364.33
113,217.28,188.46,0
114,207.77,186.49,0
115,224.07,201.39,2829.28
116,217.98,166.21,0
117,199.26,159.25,2781.26
118,197.62,224.42,640.25
119,241.07,183.64,1689.14
120,236.72,192.96,482.07
121,214.1,211.82,0
122,214.91,214.28,134.6
123,221.6,179.56,1020.43
124,223.39,194.55,363.34
125,208.78,191.86,937.33
126,217.11,205.08,74.19
127,218.08,198.44,0
128,196.76,192.16,126.27
129,215.26,189.42,0
130,210.57,195.3,0.8
131,216.99,202.66,2617.95
132,239.76,191.66,1743.71
133,212.75,228.58,0
134,210.48,186.35,2609.89
135,225.06,192.94,251.8
136,224.57,207.39,3173.31
137,261.26,214.61,921.96
138,231.89,199.99,1902.97
139,210.65,195.93,286.57
140,200.62,208.01,0
141,226.96,215.49,0
142,201.1,190.99,511.25
143,201.53,191.8,1659.93
144,220.32,208.29,772.82
145,221.7,185.31,0
146,215.54,179.9,2934.13
147,223.41,204.17,0
148,197.12,207.25,1961.23
149,231.77,205.46,2782
150,230.87,180.2,2403.02
151,202.81,216.14,2505.61
152,228.49,190.29,0
153,226.44,223.84,509.08
154,219.94,188.74,2369.16
155,207.74,176.88,0
156,220.21,203.22,809.24
157,219.68,200.72,287.05
158,214.56,202.59,2826.11
159,203.84,191.62,1722.27
160,216.33,216.08,0
161,184.33,231.15,478.33
162,205.86,212.23,1673.32
163,212.75,190.59,1744.43
164,739.1,343.7,1035.42
165,789.2,388.61,619.89
166,752.43,374.41,0
167,729.23,406.87,2388.74
168,754.43,402.95,0
169,736.01,362.06,0
170,731.14,412.03,0
171,715.11,413.79,1694.99
172,733.09,358.2,776.39
173,722.31,390.14,477.79
174,736.49,341.14,2372.49
175,735.13,410.49,0
176,735.56,410.14,0
177,729.88,396.65,871.69
178,735.47,399.44,444.87
179,710.46,387.71,1957.72
180,763.87,370.24,693.23
181,768.88,377.57,1615.98
182,731.9,365.83,2434.35
183,750.74,365.87,213.78
184,717.72,380.09,3107.06
185,712.22,369.53,1652.14
186,773.76,385.1,0
187,755.54,357.29,0
188,705,400.3,3171.46
189,742.9,411.34,2272.94
190,758.65,347.29,1847.33
191,761.31,367.35,858.83
192,739.81,388.65,1950.76
193,729.89,371.53,2831.15
194,741.46,388.81,438.08
195,714.65,413.84,358.99
196,763.71,378.8,774.2
197,713.06,401.39,2621.72
198,774.89,365.69,367.8
199,743.97,360.04,1897.65
200,732.93,394.79,1068.78
201,717.11,366.04,3112.56
202,735.38,375.27,279.09
203,741.56,382.37,2319.88
204,708.54,362.99,2736.67
205,743.71,392.11,823.21
206,765.42,394.09,2358
207,740.86,394.41,0
208,722.96,346.23,2834.46
209,737.2,379.41,0
210,727.58,346.91,501.9
211,718.5,409.18,0
212,722.68,383.94,79.59
213,735.58,412.42,27.34
214,743.67,418.09,774.77
215,758.68,358.53,0
216,743.07,391.95,1942.38
217,730.74,377.88,1914.06
218,741.73,352.19,3116.06
219,705.61,372.34,1953.72
220,748.54,403.12,0
221,700.85,380.71,1913.66
222,726.06,374.41,139.8
223,757.78,417.88,2198.09
224,735.76,385.12,0
225,712.11,430.21,0
226,740.74,396.16,48.49
227,748.95,363.33,2336.78
228,744,362.38,3040
229,742.92,389.47,550.03
230,725.1,361.4,0
231,742.27,385.98,1591.76
232,743.04,416.5,770.81
233,730.99,374.94,0
234,724.77,429.82,329.22
235,729.24,406.53,348.87
236,720.94,407.67,0
237,746.8,370.67,3114.51
238,746.39,403.2,0
239,756.81,388.05,0
240,734.3,356.81,2953.12
241,724.94,365.85,0
242,751.44,377.18,2747.59
243,55.16,22.29,162.97
244,61.38,39.2,0
245,40.97,5.02,2800.07
246,36.44,31.02,0
247,40.63,9.19,3032.77
248,37.75,6.02,0
249,52.12,0,0
250,62.28,0,1593.68
251,60.84,0,430.93
252,32.93,28.39,3024.4
253,47.15,13.49,2891.18
254,69.75,22.32,3182.95
255,46.05,0,2336.07
256,51.53,4.15,2109.96
257,60.5,0,0
258,36.45,55.33,1785.07
259,68.54,0,1250.81
260,39.29,8.32,199.48
261,35.51,24.02,728.65
262,51.31,35.26,469.25
263,45.64,24.21,0
264,52.79,0,815.63
265,25.17,11.36,399.5
266,19.26,0,1158.43
267,58.1,20.97,355.32
268,40.09,10.89,0
269,28.77,8.39,0
270,61.6,30.19,394.16
271,27.39,4.48,2638.41
272,44.98,12.59,390.72
273,27.32,12.65,3073.7
274,55.5,35.4,0
275,29.17,19.03,0
276,42.35,0,1715.6
277,78.51,0,2931.64
278,36.43,5.26,990.85
279,52.11,12.13,0
280,23.32,0,8.63
281,57.44,0,1883.82
282,50.77,11.73,2933.14
283,62.14,19.94,1502.07
284,53,26.31,1480.45
285,52.54,0,2785.06
286,41.93,0,885.96
287,35.41,29.18,2595.16
288,63.26,15.73,471.47
289,47.44,9.91,168.54
290,39.21,17.83,2049.79
291,25.81,0,0
292,57.87,0,1253.79
293,59.55,11.59,2777.58
294,50.94,6.68,0
295,39.7,36.96,0
296,41.19,49.01,0
297,51.27,10.75,2937.05
298,56.45,21.68,217.17
299,22.09,8.08,3017.23
300,50.42,0,1229.38
301,29.59,1.04,0
302,55.87,2.52,0
303,32.89,0,2836.65
304,19.23,21.4,889.36
305,59.97,0,1394.95
306,30.76,11.25,0
307,79.61,37.98,2072.13
308,41.7,0,0
309,76.64,33.7,2779.6
310,21.25,0,2186.58
311,58.88,7.53,2658.85
312,6.63,12,2323.02
313,72.7,10.48,0
314,61.48,0,1755.79
315,45.73,25.12,679.34
316,45.03,9.06,0
317,50.25,0,747.99
318,34.33,3.15,725.6
319,31.83,28.19,0
320,33.44,8.25,1459.27
321,68.8,3.26,549.34
322,550.72,599.65,0
323,562.38,599.4,1262.57
324,547.39,585.75,2666.5
325,571.22,555.5,1316.47
326,580.76,600.62,0
327,538.56,566.95,3065.72
328,547.48,612.97,0
329,567.71,592.26,0
330,565.47,615.72,0
331,560.17,593.22,283.07
332,556.59,593.15,1851.53
333,531.47,593.93,425.21
334,597.42,594.24,1416.15
335,572.06,590.64,931.25
336,585.03,607.13,503.37
337,560.7,590.9,1946.47
338,554.9,583.88,0
339,570.36,599.99,1777.95
340,578.71,587.44,2409.21
341,538.46,566.01,802.18
342,524.55,607.98,2760
343,561.77,607.07,2612.43
344,575.62,586.74,1040.68
345,587.15,628.22,0
346,564.36,592.65,0
347,571.3,610.2,779.94
348,582.5,607.55,1806.15
349,560.02,601.83,2142.41
350,555.75,582.03,337.84
351,539.1,574.31,642.04
352,555.8,604.64,255.38
353,577.22,598.32,0
354,558.22,568.59,0
355,558.12,582.8,0
356,541.48,579.41,431.96
357,555.45,590.74,0
358,579.75,630.47,2223.77
359,569.38,594.56,0
360,589.25,605.2,1307.07
361,565.69,615.09,1694.15
362,537.5,602.46,0
363,561.89,610.52,2483.42
364,549.23,587.62,0
365,578.15,601.71,604.62
366,549.9,583.28,0
367,550.05,601.28,632.68
368,573.67,576.52,1655.6
369,571.52,602.46,374.93
370,565.49,599.44,1148.72
371,552.16,564.39,0
372,551.68,573.99,1433.51
373,562.95,569.23,3108.85
374,565.58,632.44,0
375,580.11,611.68,2372.14
376,558.7,586,193.63
377,539.91,605.8,542.63
378,573.87,609.29,0
379,551.92,590.61,453.78
380,538.92,595.96,0
381,547.6,574.89,721.47
382,544.02,594.4,2822.6
383,565.31,609.78,2616.48
384,531.65,620.19,228.12
385,547.98,601.48,2022.31
386,577.13,582.89,3141.26
387,547.2,599.66,0
388,543.43,590,1504.41
389,547.17,600.49,2004.13
390,572.94,612.71,1770.43
391,557.04,594.95,0
392,560.7,595.53,0
393,558.7,584.53,1483.71
394,564.86,587.03,1710.25
395,561.4,594.95,545.26
396,542.29,614.2,1596.01
397,564.88,590.76,542.69
398,569.84,579.94,2964.28
399,591,604.09,1733.52
400,557.47,613.79,1507.91
