1,33.08,65.36,0
2,80.21,42.14,0
3,37.13,21.58,0
4,67.43,85.66,0
5,47.92,3.44,288.14
6,88.01,40.44,191.6
7,95.09,68.35,174.91
8,3.48,21.57,125.53
9,52.83,56.66,298.95
10,88.8,20.03,297.8
11,57.94,10.88,21.85
12,44.34,75.05,301.37
13,80.12,89,72.34
14,44.46,42.27,26.38
15,63.28,65,297.43
16,59.56,8.11,23.71
17,8.81,41.18,1.96
18,90.38,25.81,267.04
19,25.11,81.81,4
20,4.17,45.41,0
21,32.67,81.58,363.45
22,96.59,66.03,251.87
23,91.48,65.58,331.94
24,70.59,34.77,132.68
25,58.64,74.1,330.74
26,99.57,53.78,0
27,61.24,68.54,0
28,70.82,0.05,312.06
29,51.61,49.66,0
30,60.82,18.9,373.78
31,26.45,39.47,145.13
32,12.47,61.16,0
33,96.72,32.83,111.56
34,91.83,11.96,119.61
35,69.23,19.84,0
36,73.23,65.07,376.65
37,1.85,44.42,206.67
38,45.14,77.99,204.63
39,76.35,8.03,354.61
40,19.81,44.63,32.64
41,30.13,97.78,38.43
42,23.92,89.33,265.12
43,16.19,88.04,0
44,49.01,13.32,327.6
45,46.45,11.03,64.03
46,35.64,65.92,306.79
47,13.19,37.53,331.28
48,17.23,69.85,0
49,18.67,37.23,0
50,51.38,15.29,0
